index,year,lsoa21,total_residents,total_Active,unemployed,total_households,Overcrowded,Owned,no_car,updated
Townsend,2011,E01009188,1163,803,63,665,5,370,218,NA
Townsend,2011,E01009189,1098,791,46,605,8,453,111,NA
Townsend,2011,E01009192,1680,781,173,614,100,416,199,NA
Townsend,2011,E01009195,1579,750,175,678,118,380,239,NA
Townsend,2011,E01009197,1025,518,97,452,54,217,150,NA
Townsend,2011,E01009199,1001,644,110,577,34,200,253,NA
Townsend,2011,E01009200,1179,677,158,659,58,187,349,NA
Townsend,2011,E01009201,1153,624,129,695,59,251,402,NA
Townsend,2011,E01009202,991,564,116,593,43,136,342,NA
Townsend,2011,E01009204,1148,600,139,706,71,106,484,NA
Townsend,2011,E01009205,1107,782,42,615,4,498,135,NA
Townsend,2011,E01009206,1180,806,53,658,7,546,136,NA
Townsend,2011,E01009207,1215,865,47,663,7,572,110,NA
Townsend,2011,E01009208,1126,836,44,618,4,536,104,NA
Townsend,2011,E01009209,1583,1107,85,975,13,537,319,NA
Townsend,2011,E01009210,1334,902,111,796,18,411,272,NA
Townsend,2011,E01009211,1164,880,55,676,2,556,114,NA
Townsend,2011,E01009212,1183,768,85,767,10,391,338,NA
Townsend,2011,E01009213,1088,646,63,699,13,490,223,NA
Townsend,2011,E01009214,1154,707,112,788,16,299,402,NA
Townsend,2011,E01009215,1217,747,140,884,15,294,481,NA
Townsend,2011,E01009216,1417,940,89,816,12,581,216,NA
Townsend,2011,E01009217,1203,823,44,660,1,570,103,NA
Townsend,2011,E01009218,1039,703,54,635,1,483,166,NA
Townsend,2011,E01009219,1071,729,63,609,6,425,183,NA
Townsend,2011,E01009220,1102,782,85,628,16,420,171,NA
Townsend,2011,E01009221,1076,738,68,593,11,473,137,NA
Townsend,2011,E01009222,1074,663,104,604,20,289,242,NA
Townsend,2011,E01009223,1170,797,62,676,10,492,168,NA
Townsend,2011,E01009224,1003,677,53,620,9,538,153,NA
Townsend,2011,E01009225,1046,672,78,764,16,411,319,NA
Townsend,2011,E01009226,1071,744,55,663,7,508,155,NA
Townsend,2011,E01009227,1203,878,59,693,11,563,156,NA
Townsend,2011,E01009228,1174,811,58,677,14,539,171,NA
Townsend,2011,E01009229,1162,817,47,637,9,522,140,NA
Townsend,2011,E01009230,1118,763,38,655,6,527,178,NA
Townsend,2011,E01009231,1354,942,71,758,8,650,181,NA
Townsend,2011,E01009232,1074,735,50,606,6,481,141,NA
Townsend,2011,E01009233,1062,681,93,628,19,350,241,NA
Townsend,2011,E01009234,1133,824,69,623,11,494,112,NA
Townsend,2011,E01009235,1184,778,61,625,6,510,126,NA
Townsend,2011,E01009236,1120,760,50,636,9,474,152,NA
Townsend,2011,E01009237,1003,633,76,604,21,394,240,NA
Townsend,2011,E01009238,1149,754,56,632,13,495,162,NA
Townsend,2011,E01009239,1593,454,89,495,20,186,262,NA
Townsend,2011,E01009240,1113,754,60,610,20,478,130,NA
Townsend,2011,E01009241,1193,780,83,608,21,466,131,NA
Townsend,2011,E01009242,1269,716,55,605,27,423,165,NA
Townsend,2011,E01009243,1093,740,44,626,5,494,132,NA
Townsend,2011,E01009244,1025,733,38,620,10,451,150,NA
Townsend,2011,E01009245,1034,713,56,565,3,448,125,NA
Townsend,2011,E01009246,1170,792,54,637,8,517,126,NA
Townsend,2011,E01009247,1084,770,62,571,12,495,105,NA
Townsend,2011,E01009248,1322,958,78,696,17,558,134,NA
Townsend,2011,E01009249,1087,781,68,629,16,465,159,NA
Townsend,2011,E01009250,1206,799,59,689,10,522,132,NA
Townsend,2011,E01009251,1110,780,33,627,4,539,90,NA
Townsend,2011,E01009252,1180,851,34,621,1,474,93,NA
Townsend,2011,E01009253,1111,753,42,624,5,481,124,NA
Townsend,2011,E01009254,1111,725,68,669,10,339,255,NA
Townsend,2011,E01009255,1082,721,74,633,17,417,224,NA
Townsend,2011,E01009256,1101,758,63,663,17,427,206,NA
Townsend,2011,E01009257,1027,641,86,596,22,367,208,NA
Townsend,2011,E01009258,1045,627,100,661,31,276,315,NA
Townsend,2011,E01009259,1104,633,122,670,31,259,318,NA
Townsend,2011,E01009260,1106,727,27,640,6,529,126,NA
Townsend,2011,E01009261,1162,822,45,667,5,546,125,NA
Townsend,2011,E01009262,1329,925,71,520,22,422,83,NA
Townsend,2011,E01009263,1218,715,85,650,22,321,241,NA
Townsend,2011,E01009264,1215,580,61,585,20,65,293,NA
Townsend,2011,E01009265,1309,799,89,572,28,357,194,NA
Townsend,2011,E01009266,1252,787,121,615,30,324,287,NA
Townsend,2011,E01009267,1285,849,71,567,21,423,126,NA
Townsend,2011,E01009268,1098,699,70,432,34,350,93,NA
Townsend,2011,E01009269,1041,660,121,544,32,263,272,NA
Townsend,2011,E01009270,1348,766,170,646,49,261,331,NA
Townsend,2011,E01009271,1030,623,132,535,36,288,246,NA
Townsend,2011,E01009272,958,568,101,487,30,221,188,NA
Townsend,2011,E01009273,1126,655,112,512,25,309,222,NA
Townsend,2011,E01009274,1506,891,163,739,52,332,337,NA
Townsend,2011,E01009275,1060,602,107,476,39,243,245,NA
Townsend,2011,E01009276,1184,786,58,528,24,457,91,NA
Townsend,2011,E01009278,1269,862,67,540,14,442,73,NA
Townsend,2011,E01009279,1091,719,69,445,13,398,63,NA
Townsend,2011,E01009280,983,615,36,571,10,261,170,NA
Townsend,2011,E01009281,983,624,33,660,7,353,202,NA
Townsend,2011,E01009282,1312,695,56,639,14,357,209,NA
Townsend,2011,E01009283,1150,700,35,593,9,383,134,NA
Townsend,2011,E01009284,2060,509,63,664,11,203,322,NA
Townsend,2011,E01009286,2075,191,19,504,6,91,182,NA
Townsend,2011,E01009288,871,462,31,437,5,289,107,NA
Townsend,2011,E01009289,1993,219,38,561,11,68,283,NA
Townsend,2011,E01009290,1922,178,18,465,16,61,195,NA
Townsend,2011,E01009291,1090,707,88,624,18,358,237,NA
Townsend,2011,E01009292,1265,792,47,666,11,494,145,NA
Townsend,2011,E01009293,1210,640,59,601,6,359,198,NA
Townsend,2011,E01009294,1325,841,79,809,10,457,272,NA
Townsend,2011,E01009295,1371,619,68,677,13,393,290,NA
Townsend,2011,E01009296,1240,700,78,581,9,293,224,NA
Townsend,2011,E01009297,1168,704,72,727,13,408,284,NA
Townsend,2011,E01009298,1026,668,114,577,33,248,232,NA
Townsend,2011,E01009299,1101,715,130,646,25,302,278,NA
Townsend,2011,E01009300,1224,746,133,713,40,284,314,NA
Townsend,2011,E01009301,1117,680,113,806,27,278,430,NA
Townsend,2011,E01009302,1067,687,56,635,6,498,168,NA
Townsend,2011,E01009303,1068,699,83,723,21,391,293,NA
Townsend,2011,E01009304,1255,819,123,836,20,459,362,NA
Townsend,2011,E01009305,1088,703,117,753,18,270,358,NA
Townsend,2011,E01009306,1078,663,91,684,16,374,272,NA
Townsend,2011,E01009307,1060,625,106,759,13,319,364,NA
Townsend,2011,E01009308,1244,763,113,805,36,330,357,NA
Townsend,2011,E01009309,961,564,99,657,19,248,324,NA
Townsend,2011,E01009310,1250,774,94,803,22,390,357,NA
Townsend,2011,E01009311,1087,675,92,583,37,323,192,NA
Townsend,2011,E01009312,1126,789,50,614,15,508,127,NA
Townsend,2011,E01009313,1112,758,55,630,9,461,169,NA
Townsend,2011,E01009314,1082,685,64,661,15,435,235,NA
Townsend,2011,E01009315,1160,728,64,783,13,497,277,NA
Townsend,2011,E01009316,1180,830,64,683,11,497,179,NA
Townsend,2011,E01009317,1176,761,90,760,14,452,283,NA
Townsend,2011,E01009318,1135,834,42,627,5,557,113,NA
Townsend,2011,E01009319,1215,883,48,653,12,550,117,NA
Townsend,2011,E01009320,1138,755,56,609,12,484,125,NA
Townsend,2011,E01009321,1179,635,106,791,23,218,371,NA
Townsend,2011,E01009322,956,581,99,603,19,261,272,NA
Townsend,2011,E01009323,1021,631,76,569,12,327,201,NA
Townsend,2011,E01009324,1178,788,52,727,4,621,156,NA
Townsend,2011,E01009325,1076,517,112,493,83,256,205,NA
Townsend,2011,E01009326,1193,644,100,560,80,297,210,NA
Townsend,2011,E01009327,946,426,80,412,68,254,167,NA
Townsend,2011,E01009328,1508,697,150,525,86,379,172,NA
Townsend,2011,E01009329,1548,705,135,645,78,328,284,NA
Townsend,2011,E01009331,1327,626,104,557,71,363,219,NA
Townsend,2011,E01009332,1102,537,127,539,64,131,304,NA
Townsend,2011,E01009333,969,430,107,436,79,199,190,NA
Townsend,2011,E01009334,1204,567,108,425,52,276,138,NA
Townsend,2011,E01009335,1185,589,100,479,55,334,169,NA
Townsend,2011,E01009337,1107,548,96,479,64,269,227,NA
Townsend,2011,E01009338,1014,492,95,408,50,205,162,NA
Townsend,2011,E01009339,944,469,95,455,48,229,220,NA
Townsend,2011,E01009341,1007,520,112,544,63,164,266,NA
Townsend,2011,E01009342,1119,585,86,438,50,262,143,NA
Townsend,2011,E01009343,1094,556,137,525,61,257,262,NA
Townsend,2011,E01009344,958,467,96,460,72,186,216,NA
Townsend,2011,E01009345,1696,680,175,527,50,142,316,NA
Townsend,2011,E01009346,1104,599,135,540,66,269,242,NA
Townsend,2011,E01009347,1235,659,142,755,51,174,451,NA
Townsend,2011,E01009348,1427,902,149,801,38,334,382,NA
Townsend,2011,E01009349,1118,635,114,595,59,218,323,NA
Townsend,2011,E01009350,1027,559,126,454,41,209,224,NA
Townsend,2011,E01009351,1139,658,134,564,43,248,280,NA
Townsend,2011,E01009352,1173,623,150,465,50,249,233,NA
Townsend,2011,E01009353,1121,576,122,460,45,278,217,NA
Townsend,2011,E01009354,997,547,88,520,38,202,285,NA
Townsend,2011,E01009355,1119,600,127,522,44,178,284,NA
Townsend,2011,E01009358,1476,778,169,691,57,269,379,NA
Townsend,2011,E01009359,1404,750,160,710,50,258,401,NA
Townsend,2011,E01009360,1675,1009,192,920,48,336,470,NA
Townsend,2011,E01009361,1422,755,153,827,48,220,519,NA
Townsend,2011,E01009362,722,352,87,402,38,53,246,NA
Townsend,2011,E01009363,1063,531,94,547,66,213,276,NA
Townsend,2011,E01009364,872,446,112,515,49,85,314,NA
Townsend,2011,E01009365,1196,547,173,554,65,155,317,NA
Townsend,2011,E01009366,1006,515,91,517,75,218,261,NA
Townsend,2011,E01009367,1106,532,112,490,61,232,236,NA
Townsend,2011,E01009368,997,456,114,417,51,136,215,NA
Townsend,2011,E01009371,1144,488,113,478,80,207,230,NA
Townsend,2011,E01009372,1143,526,111,420,69,262,157,NA
Townsend,2011,E01009373,1170,483,98,466,87,271,204,NA
Townsend,2011,E01009374,735,354,65,423,47,145,250,NA
Townsend,2011,E01009375,1223,532,106,522,69,230,221,NA
Townsend,2011,E01009376,1086,525,101,564,55,167,284,NA
Townsend,2011,E01009377,837,393,122,452,62,105,273,NA
Townsend,2011,E01009379,1104,473,104,686,62,186,439,NA
Townsend,2011,E01009380,1028,478,100,465,64,215,241,NA
Townsend,2011,E01009382,1225,548,100,448,52,286,169,NA
Townsend,2011,E01009383,1031,501,79,418,39,213,176,NA
Townsend,2011,E01009384,1061,664,91,725,20,165,378,NA
Townsend,2011,E01009385,1026,716,73,615,16,244,260,NA
Townsend,2011,E01009389,1264,640,96,474,37,352,122,NA
Townsend,2011,E01009390,1235,774,129,659,15,200,295,NA
Townsend,2011,E01009391,1041,548,80,522,51,263,227,NA
Townsend,2011,E01009392,1218,612,89,444,63,300,121,NA
Townsend,2011,E01009393,1001,502,80,473,59,275,189,NA
Townsend,2011,E01009394,1333,913,74,755,23,508,193,NA
Townsend,2011,E01009395,1192,670,81,566,42,267,192,NA
Townsend,2011,E01009396,1451,671,122,478,86,298,184,NA
Townsend,2011,E01009397,1114,490,91,450,65,185,208,NA
Townsend,2011,E01009399,978,456,101,416,58,215,182,NA
Townsend,2011,E01009400,1045,620,107,525,15,290,207,NA
Townsend,2011,E01009401,1185,668,113,636,23,238,272,NA
Townsend,2011,E01009403,1055,669,92,615,13,334,241,NA
Townsend,2011,E01009404,1089,712,106,632,16,346,242,NA
Townsend,2011,E01009405,1000,661,75,604,11,380,223,NA
Townsend,2011,E01009406,1155,742,91,775,18,380,298,NA
Townsend,2011,E01009407,1243,788,114,733,20,370,308,NA
Townsend,2011,E01009408,1217,780,133,657,14,391,255,NA
Townsend,2011,E01009409,1168,779,79,724,26,382,326,NA
Townsend,2011,E01009410,1270,817,83,764,17,433,300,NA
Townsend,2011,E01009411,1391,1048,82,871,15,604,226,NA
Townsend,2011,E01009412,1256,746,99,651,18,353,283,NA
Townsend,2011,E01009413,1224,801,117,655,17,387,259,NA
Townsend,2011,E01009414,1425,970,117,768,23,438,224,NA
Townsend,2011,E01009415,1127,790,28,672,2,611,60,NA
Townsend,2011,E01009416,1851,1420,48,1008,8,842,55,NA
Townsend,2011,E01009417,1016,669,23,608,7,454,117,NA
Townsend,2011,E01009418,1026,686,53,645,4,460,131,NA
Townsend,2011,E01009419,925,597,22,579,2,449,102,NA
Townsend,2011,E01009420,1050,765,25,632,2,543,82,NA
Townsend,2011,E01009421,1193,760,17,639,2,614,21,NA
Townsend,2011,E01009422,1293,867,33,864,4,718,117,NA
Townsend,2011,E01009423,1180,824,74,759,9,483,224,NA
Townsend,2011,E01009424,1064,805,39,689,1,502,156,NA
Townsend,2011,E01009425,1113,710,43,846,3,646,176,NA
Townsend,2011,E01009426,964,649,19,607,2,564,49,NA
Townsend,2011,E01009427,1103,756,33,702,5,503,141,NA
Townsend,2011,E01009428,1176,733,23,650,1,618,30,NA
Townsend,2011,E01009429,1028,712,28,588,1,544,43,NA
Townsend,2011,E01009430,1178,735,17,648,2,557,46,NA
Townsend,2011,E01009431,1082,719,31,611,2,570,50,NA
Townsend,2011,E01009432,1054,707,52,642,5,429,160,NA
Townsend,2011,E01009433,1264,849,37,746,0,670,72,NA
Townsend,2011,E01009434,1148,854,32,626,7,535,45,NA
Townsend,2011,E01009435,1378,1074,39,711,1,603,37,NA
Townsend,2011,E01009436,1046,740,25,539,1,506,46,NA
Townsend,2011,E01009437,1264,858,31,806,2,579,130,NA
Townsend,2011,E01009438,1133,824,29,608,2,547,44,NA
Townsend,2011,E01009439,970,643,29,619,5,528,91,NA
Townsend,2011,E01009440,1100,775,41,630,0,575,105,NA
Townsend,2011,E01009441,1109,793,52,639,6,373,137,NA
Townsend,2011,E01009442,1010,711,36,605,7,564,110,NA
Townsend,2011,E01009443,935,696,30,536,2,466,62,NA
Townsend,2011,E01009444,1073,714,29,623,3,588,51,NA
Townsend,2011,E01009445,1106,702,85,686,33,303,274,NA
Townsend,2011,E01009446,1723,1293,47,1008,6,706,176,NA
Townsend,2011,E01009447,1060,745,38,629,6,472,139,NA
Townsend,2011,E01009448,1156,720,47,673,13,408,198,NA
Townsend,2011,E01009449,1391,1006,42,949,8,559,267,NA
Townsend,2011,E01009450,1181,857,41,679,3,577,85,NA
Townsend,2011,E01009451,1035,790,42,652,7,433,172,NA
Townsend,2011,E01009452,1175,811,52,682,5,554,133,NA
Townsend,2011,E01009453,1083,773,34,526,2,452,76,NA
Townsend,2011,E01009454,1147,842,32,655,4,552,68,NA
Townsend,2011,E01009455,1002,657,77,721,7,271,270,NA
Townsend,2011,E01009456,1190,884,40,660,0,567,94,NA
Townsend,2011,E01009457,1109,746,27,608,3,583,38,NA
Townsend,2011,E01009458,849,580,38,535,4,329,156,NA
Townsend,2011,E01009459,1208,827,30,665,0,571,72,NA
Townsend,2011,E01009460,1286,962,58,833,10,451,232,NA
Townsend,2011,E01009461,996,660,21,522,0,487,35,NA
Townsend,2011,E01009462,1274,930,42,798,1,470,245,NA
Townsend,2011,E01009463,1091,722,31,619,2,545,86,NA
Townsend,2011,E01009464,990,704,30,530,0,490,54,NA
Townsend,2011,E01009465,1009,728,35,503,4,469,43,NA
Townsend,2011,E01009466,1221,868,30,668,1,556,79,NA
Townsend,2011,E01009467,1143,781,36,662,3,512,108,NA
Townsend,2011,E01009468,1052,697,25,626,2,566,72,NA
Townsend,2011,E01009469,1075,717,43,591,5,521,54,NA
Townsend,2011,E01009470,1058,720,24,532,3,515,38,NA
Townsend,2011,E01009471,1312,949,43,701,4,575,102,NA
Townsend,2011,E01009472,1155,804,35,635,3,559,69,NA
Townsend,2011,E01009473,1146,828,35,682,5,503,156,NA
Townsend,2011,E01009474,1148,800,28,635,5,501,122,NA
Townsend,2011,E01009475,1249,637,141,589,90,304,227,NA
Townsend,2011,E01009476,1134,523,106,570,80,252,271,NA
Townsend,2011,E01009477,1108,601,112,573,36,283,244,NA
Townsend,2011,E01009478,1170,635,126,655,60,225,329,NA
Townsend,2011,E01009479,1377,632,155,607,75,291,266,NA
Townsend,2011,E01009480,1094,634,122,583,63,319,221,NA
Townsend,2011,E01009481,1417,738,105,696,48,502,223,NA
Townsend,2011,E01009482,1083,469,115,472,72,210,226,NA
Townsend,2011,E01009483,1129,504,129,504,82,244,248,NA
Townsend,2011,E01009484,1122,514,162,515,80,207,279,NA
Townsend,2011,E01009485,1145,520,118,488,70,316,172,NA
Townsend,2011,E01009486,1289,692,107,587,54,380,228,NA
Townsend,2011,E01009487,1356,714,109,604,77,389,222,NA
Townsend,2011,E01009488,1338,633,145,688,76,225,337,NA
Townsend,2011,E01009489,1222,569,154,526,63,271,237,NA
Townsend,2011,E01009490,1269,684,157,669,50,305,298,NA
Townsend,2011,E01009491,1131,487,123,470,62,274,204,NA
Townsend,2011,E01009492,1088,531,108,542,61,284,227,NA
Townsend,2011,E01009493,1156,723,145,792,23,149,424,NA
Townsend,2011,E01009494,982,560,107,629,20,29,291,NA
Townsend,2011,E01009495,819,495,69,501,10,244,178,NA
Townsend,2011,E01009496,1052,702,43,627,6,529,120,NA
Townsend,2011,E01009497,1202,827,65,728,13,404,214,NA
Townsend,2011,E01009498,1152,726,116,688,24,308,343,NA
Townsend,2011,E01009499,1251,800,89,673,17,386,239,NA
Townsend,2011,E01009500,1068,590,98,637,22,278,292,NA
Townsend,2011,E01009501,1084,670,96,629,23,281,288,NA
Townsend,2011,E01009502,1015,669,84,648,20,318,305,NA
Townsend,2011,E01009503,1101,705,110,615,19,317,230,NA
Townsend,2011,E01009504,973,616,44,619,12,427,129,NA
Townsend,2011,E01009505,1112,694,105,690,20,291,278,NA
Townsend,2011,E01009506,1075,664,42,635,6,549,98,NA
Townsend,2011,E01009507,1038,578,99,606,25,253,277,NA
Townsend,2011,E01009508,1103,717,85,597,17,416,167,NA
Townsend,2011,E01009509,1234,748,94,634,39,323,221,NA
Townsend,2011,E01009510,1035,551,108,670,27,275,330,NA
Townsend,2011,E01009511,952,517,109,507,33,212,197,NA
Townsend,2011,E01009512,1127,713,97,610,28,359,232,NA
Townsend,2011,E01009513,1122,675,119,616,37,314,246,NA
Townsend,2011,E01009514,996,574,91,594,22,243,283,NA
Townsend,2011,E01009515,1080,647,47,637,12,427,195,NA
Townsend,2011,E01009516,983,624,79,531,17,353,159,NA
Townsend,2011,E01009517,1180,788,86,665,14,404,209,NA
Townsend,2011,E01009518,1156,776,56,697,10,543,198,NA
Townsend,2011,E01009519,1105,775,45,606,6,536,90,NA
Townsend,2011,E01009520,1260,893,53,717,11,615,143,NA
Townsend,2011,E01009521,1197,865,51,613,14,515,135,NA
Townsend,2011,E01032589,987,658,57,578,8,442,145,NA
Townsend,2011,E01032591,1228,806,76,483,13,430,53,NA
Townsend,2011,E01033557,1802,819,34,716,34,201,375,NA
Townsend,2011,E01033559,1191,948,58,769,25,146,258,NA
Townsend,2011,E01033561,2686,323,72,492,34,35,342,NA
Townsend,2011,E01033562,1992,943,108,1045,18,395,470,NA
Townsend,2011,E01033564,1136,806,52,770,52,169,396,NA
Townsend,2011,E01033565,993,780,50,623,11,152,280,NA
Townsend,2011,E01033567,736,453,32,482,22,83,284,NA
Townsend,2011,E01033615,970,644,35,616,40,74,357,NA
Townsend,2011,E01033616,934,593,129,714,24,58,561,NA
Townsend,2011,E01033617,2925,195,33,407,53,47,307,NA
Townsend,2011,E01033618,1128,908,29,745,35,205,260,NA
Townsend,2011,E01033620,985,539,39,702,41,58,593,NA
Townsend,2011,E01033622,1405,907,59,759,20,165,344,NA
Townsend,2011,E01033623,1080,784,79,772,12,131,430,NA
Townsend,2011,E01033624,786,526,59,498,21,130,251,NA
Townsend,2011,E01033625,1632,1111,42,1058,31,223,500,NA
Townsend,2011,E01033626,862,540,65,556,24,114,291,NA
Townsend,2011,E01033627,842,538,66,573,22,143,283,NA
Townsend,2011,E01033629,1875,1025,146,1071,22,468,484,NA
Townsend,2011,E01033630,944,702,89,595,6,139,213,NA
Townsend,2011,E01033638,1098,580,162,668,59,144,410,NA
Townsend,2011,E01033640,885,530,104,564,48,63,365,NA
Townsend,2011,E01033642,1910,885,179,820,133,499,293,NA
Townsend,2011,E01033643,1956,877,168,814,118,425,343,NA
Townsend,2011,E01033646,1225,746,109,772,21,204,411,NA
Townsend,2011,E01033648,1802,910,167,826,85,324,390,NA
Townsend,2011,E01033649,1027,522,97,465,70,264,147,NA
Townsend,2011,E01033650,1635,693,147,671,105,347,278,NA
Townsend,2011,E01034913,727,462,57,416,12,174,146,NA
Townsend,2011,E01034914,832,500,46,510,14,231,187,NA
Townsend,2011,E01034915,526,305,81,389,15,42,285,NA
Townsend,2011,E01034916,1023,663,58,629,7,416,234,NA
Townsend,2011,E01034917,1100,548.6666666666666,107.33333333333333,506,42.666666666666664,192.66666666666666,259.3333333333333,NA
Townsend,2011,E01034918,876,407.3333333333333,66.66666666666666,360,25.333333333333332,186.33333333333331,153.66666666666666,NA
Townsend,2011,E01034919,1051,469,95,477,48,229,227,NA
Townsend,2011,E01034920,1092,495,116,368,63,247,118,NA
Townsend,2011,E01034921,974,546,89,433,43,231,222,NA
Townsend,2011,E01034922,1013,591,90,514,28,265,216,NA
Townsend,2011,E01034923,1040,494,101,472,69,153,245,NA
Townsend,2011,E01034924,870,408,85,337,47,161,151,NA
Townsend,2011,E01034925,510,248,59,282,31,93,160,NA
Townsend,2011,E01034926,951,458,99,513,79,185,281,NA
Townsend,2011,E01034927,1006,522,169,642,60,40,450,NA
Townsend,2011,E01034928,753,408,136,503,50,32,327,NA
Townsend,2011,E01034929,763,411,113,486,46,48,317,NA
Townsend,2011,E01034930,1378,399,92,409,24,54,261,NA
Townsend,2011,E01034931,1033,491,104,376,52,235,110,NA
Townsend,2011,E01034932,771,336,87,303,30,130,143,NA
Townsend,2011,E01034933,990,461,113,393,60,217,161,NA
Townsend,2011,E01034934,902,413,135,417,59,134,200,NA
Townsend,2011,E01034935,1807,872,176,852,139,446,327,NA
Townsend,2011,E01034936,1642,429,21,359,6,252,55,NA
Townsend,2011,E01034937,2842,545,20,477,9,249,95,NA
Townsend,2011,E01034938,1228,582,89,472,42,251,171,NA
Townsend,2011,E01034939,1158,532,88,391,47,199,153,NA
Townsend,2011,E01034940,2146,154,23,415,10,32,216,NA
Townsend,2011,E01034941,1725,115,22,385,5,21,168,NA
Townsend,2011,E01034942,492,343,37,244,7,126,51,NA
Townsend,2011,E01034943,1197,680,106,742,22,296,329,NA
Townsend,2011,E01034944,239,156,18,131,1,86,37,NA
Townsend,2011,E01034945,814,501,79,504,7,208,186,NA
Townsend,2011,E01034946,1032.9285714285713,788.4285714285714,73.42857142857143,718.2857142857143,14.928571428571429,98.78571428571429,334.64285714285717,NA
Townsend,2011,E01034947,617.0714285714286,323.57142857142856,75.57142857142857,341.7142857142857,28.07142857142857,102.21428571428571,193.35714285714286,NA
Townsend,2011,E01034948,622.9090909090909,362.09090909090907,66.36363636363636,366.09090909090907,24.09090909090909,47.54545454545455,218.0909090909091,NA
Townsend,2011,E01034949,728.0909090909091,456.9090909090909,76.63636363636364,461.9090909090909,26.90909090909091,81.45454545454545,291.9090909090909,NA
Townsend,2011,E01034950,70,54.785714285714285,2.595238095238095,43.13333333333333,1.419047619047619,11.604761904761904,14.257142857142856,NA
Townsend,2011,E01034951,919,708.2142857142857,42.404761904761905,561.8666666666667,26.580952380952382,173.39523809523808,203.74285714285713,NA
Townsend,2011,E01034952,783,495,75,427,39,222,200,NA
Townsend,2011,E01034953,966,459,82,378,49,230,144,NA
Townsend,2011,E01034954,983,579,62,514,40,312,200,NA
Townsend,2011,E01034955,1133,621,87,513,63,329,169,NA
Townsend,2001,E01008881,905,549,53,603,12,366,245,NA
Townsend,2001,E01008882,1088,634,74,685,28,363,308,NA
Townsend,2001,E01008883,1031,673,53,636,9,423,258,NA
Townsend,2001,E01008884,1050,659,85,635,23,362,293,NA
Townsend,2001,E01008885,885,625,29,511,6,451,126,NA
Townsend,2001,E01008886,1030,718,49,694,6,454,299,NA
Townsend,2001,E01008887,1023,659,61,632,24,403,263,NA
Townsend,2001,E01008888,1110,794,35,637,9,568,155,NA
Townsend,2001,E01008889,1094,703,49,654,18,442,248,NA
Townsend,2001,E01008890,1067,729,47,658,9,468,202,NA
Townsend,2001,E01008891,1036,730,25,667,12,470,196,NA
Townsend,2001,E01008892,969,572,78,510,13,247,205,NA
Townsend,2001,E01008893,1134,820,46,661,3,476,191,NA
Townsend,2001,E01008894,924,584,46,615,12,239,296,NA
Townsend,2001,E01008895,1035,714,57,590,6,439,181,NA
Townsend,2001,E01008896,997,589,76,559,24,284,253,NA
Townsend,2001,E01008897,1154,701,68,604,25,393,214,NA
Townsend,2001,E01008898,942,533,97,553,23,267,286,NA
Townsend,2001,E01008899,1015,527,123,693,31,169,475,NA
Townsend,2001,E01008901,1097,506,119,615,46,217,368,NA
Townsend,2001,E01008905,1037,406,87,443,55,226,243,NA
Townsend,2001,E01008906,985,440,108,525,59,170,324,NA
Townsend,2001,E01008907,971,423,105,582,34,131,385,NA
Townsend,2001,E01008909,828,386,82,477,43,121,263,NA
Townsend,2001,E01008910,985,460,110,665,57,128,417,NA
Townsend,2001,E01008911,846,421,135,610,15,82,415,NA
Townsend,2001,E01008913,945,470,136,698,32,124,474,NA
Townsend,2001,E01008915,864,513,52,526,18,362,237,NA
Townsend,2001,E01008916,883,362,86,474,53,230,246,NA
Townsend,2001,E01008917,950,664,34,523,13,386,118,NA
Townsend,2001,E01008918,1091,630,77,725,22,276,363,NA
Townsend,2001,E01008919,1012,642,51,644,21,392,261,NA
Townsend,2001,E01008920,1017,709,43,554,9,450,123,NA
Townsend,2001,E01008921,1031,714,62,614,10,383,210,NA
Townsend,2001,E01008923,850,493,55,651,9,233,359,NA
Townsend,2001,E01008924,973,594,36,656,12,420,232,NA
Townsend,2001,E01008925,1109,861,43,531,18,481,64,NA
Townsend,2001,E01008927,1012,615,60,671,15,235,303,NA
Townsend,2001,E01008928,949,537,55,672,12,186,364,NA
Townsend,2001,E01008929,979,596,83,711,10,202,383,NA
Townsend,2001,E01008930,1089,683,111,674,12,245,333,NA
Townsend,2001,E01008931,1038,633,78,646,21,296,300,NA
Townsend,2001,E01008932,1031,595,67,647,21,345,297,NA
Townsend,2001,E01008933,1036,626,48,554,16,410,150,NA
Townsend,2001,E01008934,1007,656,28,545,3,459,107,NA
Townsend,2001,E01008935,976,504,80,639,20,251,323,NA
Townsend,2001,E01008936,1063,649,54,653,6,399,238,NA
Townsend,2001,E01008937,1005,593,73,622,16,341,253,NA
Townsend,2001,E01008938,1019,587,65,591,30,314,252,NA
Townsend,2001,E01008939,1031,593,61,616,36,350,242,NA
Townsend,2001,E01008940,976,573,63,593,21,289,244,NA
Townsend,2001,E01008941,1032,572,68,598,26,314,271,NA
Townsend,2001,E01008942,1001,627,57,617,22,341,248,NA
Townsend,2001,E01008943,956,538,45,540,18,261,227,NA
Townsend,2001,E01008944,1181,714,50,746,12,458,269,NA
Townsend,2001,E01008945,1040,671,62,632,32,433,208,NA
Townsend,2001,E01008946,1047,616,55,640,15,413,237,NA
Townsend,2001,E01008947,954,661,29,532,3,410,152,NA
Townsend,2001,E01008948,1116,719,26,615,3,554,142,NA
