lsoa21,ED91CD,prop_ED
E01008950,07CNFE02,0.4444444444444444
E01008950,07CNFE05,0.375
E01008950,07CNFE08,0.07142857142857142
E01008951,07CNFE08,0.9285714285714286
E01008951,07CNFE10,0.7
E01008951,07CNFE09,0.625
E01008951,07CNFE31,0.3
E01008951,07CNFE30,0.16666666666666666
E01008952,07CNFE27,0.875
E01008952,07CNFE28,0.2727272727272727
E01008952,07CNFE12,0.8333333333333334
E01008952,07CNFE11,0.2857142857142857
E01008952,07CNFE25,0.3076923076923077
E01008952,07CNFE26,1
E01008952,07CNFE13,0.7777777777777778
E01008953,07CNFE25,0.5384615384615384
E01008953,07CNFE23,1
E01008953,07CNFE24,1
E01008953,07CNFE21,0.3333333333333333
E01008953,07CNFE28,0.09090909090909091
E01008954,07CNFE34,0.5454545454545454
E01008954,07CNFE06,0.18181818181818182
E01008954,07CNFE01,0.16666666666666666
E01008954,07CNFE02,0.5555555555555556
E01008954,07CNFE05,0.625
E01008954,07CNFE03,0.5714285714285714
E01008954,07CNFE04,0.4166666666666667
E01008955,07CNFE28,0.5454545454545454
E01008955,07CNFE27,0.125
E01008955,07CNFE12,0.16666666666666666
E01008955,07CNFE10,0.3
E01008955,07CNFE30,0.6666666666666666
E01008955,07CNFE29,0.7142857142857143
E01008955,07CNFE37,0.07692307692307693
E01008955,07CNFE11,0.7142857142857143
E01008955,07CNFE25,0.07692307692307693
E01008956,07CNFE35,0.42857142857142855
E01008956,07CNFE07,0.5
E01008956,07CNFE32,0.625
E01008956,07CNFE09,0.375
E01008956,07CNFE31,0.6
E01008957,07CNFE37,0.38461538461538464
E01008957,07CNFE29,0.2857142857142857
E01008957,07CNFE48,0.6
E01008957,07CNFE38,1
E01008957,07CNFE25,0.07692307692307693
E01008957,07CNFE28,0.09090909090909091
E01008958,07CNFE34,0.18181818181818182
E01008958,07CNFE06,0.18181818181818182
E01008958,07CNFE50,1
E01008958,07CNFE04,0.5833333333333334
E01008958,07CNFE03,0.42857142857142855
E01008958,07CNFE49,1
E01008959,07CNFE43,0.36363636363636365
E01008959,07CNFE39,0.625
E01008959,07CNFE45,0.16666666666666666
E01008959,07CNFE44,1
E01008959,07CNFE32,0.25
E01008959,07CNFE34,0.2727272727272727
E01008959,07CNFE33,0.6666666666666666
E01008960,07CNFE47,0.25
E01008960,07CNFE33,0.3333333333333333
E01008960,07CNFE45,0.6666666666666666
E01008960,07CNFE35,0.5714285714285714
E01008960,07CNFE32,0.125
E01008960,07CNFE37,0.07692307692307693
E01008960,07CNFE36,1
E01008960,07CNFE31,0.1
E01008961,07CNFE48,0.4
E01008961,07CNFE47,0.75
E01008961,07CNFE46,1
E01008961,07CNFE45,0.16666666666666666
E01008961,07CNFE37,0.46153846153846156
E01008961,07CNFE30,0.16666666666666666
E01008962,07CNFE39,0.375
E01008962,07CNFE43,0.6363636363636364
E01008962,07CNFE40,1
E01008962,07CNFE41,1
E01008962,07CNFE42,1
E01008963,07CNFE17,0.875
E01008963,07CNFE18,1
E01008963,07CNFE22,0.375
E01008963,07CNFE19,0.42857142857142855
E01008963,07CNFE16,0.14285714285714285
E01008964,07CNFE16,0.8571428571428571
E01008964,07CNFE14,0.8333333333333334
E01008964,07CNFE17,0.125
E01008964,07CNFE19,0.2857142857142857
E01008964,07CNFE15,1
E01008965,07CNFE22,0.625
E01008965,07CNFE13,0.2222222222222222
E01008965,07CNFE20,1
E01008965,07CNFE21,0.6666666666666666
E01008965,07CNFE19,0.2857142857142857
E01008965,07CNFE14,0.16666666666666666
E01008966,07CNFF07,0.9
E01008966,07CNFF10,0.2
E01008966,07CNFF08,0.6666666666666666
E01008966,07CNFF09,0.6
E01008966,07CNFF01,0.5
E01008967,07CNFF02,0.23076923076923078
E01008967,07CNFF04,0.36363636363636365
E01008967,07CNFF11,0.5714285714285714
E01008967,07CNFF21,0.3333333333333333
E01008967,07CNFF05,0.9090909090909091
E01008967,07CNFF06,0.08333333333333333
E01008967,07CNFF23,0.2
E01008967,07CNFF10,0.1
E01008967,07CNFF01,0.5
E01008968,07CNFF14,1
E01008968,07CNFF17,0.42857142857142855
E01008968,07CNFF13,0.8
E01008968,07CNFF12,0.5
E01008968,07CNFF11,0.2857142857142857
E01008968,07CNFF18,0.2
E01008969,07CNFF17,0.5714285714285714
E01008969,07CNFF15,1
E01008969,07CNFF18,0.2
E01008969,07CNFF19,0.5
E01008969,07CNFF16,1
E01008970,07CNFF06,0.9166666666666666
E01008970,07CNFF07,0.1
E01008970,07CNFF10,0.7
E01008970,07CNFF23,0.4
E01008970,07CNFF25,0.16666666666666666
E01008970,07CNFF24,0.16666666666666666
E01008971,07CNFF18,0.6
E01008971,07CNFF11,0.14285714285714285
E01008971,07CNFF12,0.5
E01008971,07CNFF21,0.3333333333333333
E01008971,07CNFF20,0.875
E01008971,07CNFF19,0.5
E01008972,07CNFF27,0.5555555555555556
E01008972,07CNFF24,0.3333333333333333
E01008972,07CNFF28,0.6666666666666666
E01008972,07CNFF29,0.8571428571428571
E01008972,07CNFF08,0.3333333333333333
E01008972,07CNFF09,0.4
E01008972,07CNFF30,0.1111111111111111
E01008973,07CNFF31,0.2857142857142857
E01008973,07CNFF27,0.4444444444444444
E01008973,07CNFF22,0.3
E01008973,07CNFF25,0.8333333333333334
E01008973,07CNFF28,0.3333333333333333
E01008973,07CNFF24,0.5
E01008973,07CNFF23,0.2
E01008973,07CNFF26,0.8333333333333334
E01008973,07CNFF34,0.125
E01008974,07CNFF38,1
E01008974,07CNFF22,0.7
E01008974,07CNFF20,0.125
E01008974,07CNFF39,0.5
E01008974,07CNFF21,0.3333333333333333
E01008974,07CNFF23,0.2
E01008974,07CNFF26,0.16666666666666666
E01008975,07CNFF31,0.7142857142857143
E01008975,07CNFF33,0.5
E01008975,07CNFF34,0.5
E01008975,07CNFF30,0.4444444444444444
E01008975,07CNFF32,0.9
E01008976,07CNFF39,0.5
E01008976,07CNFF40,1
E01008976,07CNFF41,0.8
E01008976,07CNFF43,0.7142857142857143
E01008976,07CNFF42,0.7142857142857143
E01008976,07CNFF44,0.125
E01008977,07CNFF29,0.14285714285714285
E01008977,07CNFF51,1
E01008977,07CNFF52,1
E01008977,07CNFF33,0.5
E01008977,07CNFF30,0.4444444444444444
E01008977,07CNFF32,0.1
E01008978,07CNFF43,0.2857142857142857
E01008978,07CNFF41,0.2
E01008978,07CNFF45,1
E01008978,07CNFF44,0.875
E01008978,07CNFF47,0.6666666666666666
E01008978,07CNFF46,0.5555555555555556
E01008978,07CNFF48,0.125
E01008979,07CNFF49,0.5555555555555556
E01008979,07CNFF50,1
E01008979,07CNFF36,1
E01008979,07CNFF34,0.375
E01008979,07CNFF35,1
E01008980,07CNFF42,0.2857142857142857
E01008980,07CNFF46,0.4444444444444444
E01008980,07CNFF48,0.875
E01008980,07CNFF49,0.4444444444444444
E01008980,07CNFF47,0.3333333333333333
E01008980,07CNFF37,1
E01008981,07CNFF03,1
E01008981,07CNFF04,0.6363636363636364
E01008981,07CNFF13,0.2
E01008981,07CNFF05,0.09090909090909091
E01008981,07CNFF02,0.7692307692307693
E01008982,07CNFG48,0.4444444444444444
E01008982,07CNFG51,0.875
E01008982,07CNFG52,0.45454545454545453
E01008982,07CNFG30,0.14285714285714285
E01008982,07CNFG29,0.25
E01008984,07CNFG41,1
E01008984,07CNFG48,0.5555555555555556
E01008984,07CNFG47,0.8333333333333334
E01008984,07CNFG49,1
E01008986,07CNFG02,1
E01008986,07CNFG01,1
E01008986,07CNFG03,0.6666666666666666
E01008986,07CNFG04,0.16666666666666666
E01008986,07CNFG20,0.3333333333333333
E01008986,07CNFG11,0.3333333333333333
E01008986,07CNFG15,0.6
E01008986,07CNFG12,0.75
E01008987,07CNFG06,1
E01008987,07CNFG07,0.3
E01008987,07CNFG10,0.5
E01008987,07CNFG08,0.5
E01008987,07CNFG05,1
E01008988,07CNFG22,0.11538461538461539
E01008988,07CNFG07,0.7
E01008988,07CNFG08,0.5
E01008988,07CNFG09,1
E01008988,07CNFG10,0.5
E01008988,07CNFG04,0.8333333333333334
E01008988,07CNFG11,0.6666666666666666
E01008988,07CNFG20,0.6666666666666666
E01008989,07CNFG21,0.25
E01008989,07CNFG16,0.3333333333333333
E01008989,07CNFG17,0.45454545454545453
E01008989,07CNFG12,0.25
E01008989,07CNFG14,1
E01008989,07CNFG13,1
E01008989,07CNFG03,0.3333333333333333
E01008989,07CNFG15,0.4
E01008990,07CNFG22,0.7692307692307693
E01008990,07CNFG24,0.7727272727272727
E01008990,07CNFG25,0.23076923076923078
E01008990,07CNFG27,0.5555555555555556
E01008990,07CNFG21,0.08333333333333333
E01008990,07CNFG19,0.2222222222222222
E01008991,07CNFG19,0.7777777777777778
E01008991,07CNFG21,0.6666666666666666
E01008991,07CNFG25,0.15384615384615385
E01008991,07CNFG16,0.6666666666666666
E01008991,07CNFG18,1
E01008991,07CNFG17,0.45454545454545453
E01008992,07CNFG55,0.2727272727272727
E01008992,07CNFG28,0.6363636363636364
E01008992,07CNFG25,0.6153846153846154
E01008992,07CNFG26,0.7333333333333333
E01008992,07CNFG17,0.09090909090909091
E01008992,07CNFG27,0.4444444444444444
E01008992,07CNFG24,0.045454545454545456
E01008994,07CNFG23,0.9523809523809523
E01008994,07CNFG32,1
E01008994,07CNFG34,1
E01008994,07CNFG36,0.125
E01008994,07CNFG37,0.3333333333333333
E01008994,07CNFG33,0.3
E01008994,07CNFG22,0.11538461538461539
E01008995,07CNFG36,0.5
E01008995,07CNFG35,1
E01008995,07CNFG38,1
E01008995,07CNFG43,0.8571428571428571
E01008995,07CNFG44,0.6
E01008995,07CNFG57,0.25
E01008995,07CNFG42,0.8333333333333334
E01008996,07CNFG46,1
E01008996,07CNFG45,1
E01008996,07CNFG57,0.75
E01008996,07CNFG44,0.4
E01008996,07CNFG43,0.14285714285714285
E01008996,07CNFG47,0.16666666666666666
E01008996,07CNFG42,0.16666666666666666
E01008997,07CNFG39,1
E01008997,07CNFG30,0.21428571428571427
E01008997,07CNFG37,0.6666666666666666
E01008997,07CNFG36,0.375
E01008997,07CNFG33,0.4
E01008997,07CNFG29,0.08333333333333333
E01008997,07CNFG40,1
E01008998,07CNFH50,1
E01008998,07CNFH49,0.6666666666666666
E01008998,07CNFH47,0.75
E01008998,07CNFH48,0.2
E01008998,07CNFH46,0.07692307692307693
E01008999,07CNFH45,0.2222222222222222
E01008999,07CNFH41,0.2857142857142857
E01008999,07CNFH48,0.8
E01008999,07CNFH49,0.3333333333333333
E01008999,07CNFH46,0.6923076923076923
E01008999,07CNFH47,0.25
E01009000,07CNFH38,0.7142857142857143
E01009000,07CNFH45,0.7777777777777778
E01009000,07CNFH40,1
E01009000,07CNFH41,0.14285714285714285
E01009000,07CNFH46,0.23076923076923078
E01009001,07CNFH01,1
E01009001,07CNFH03,0.7777777777777778
E01009001,07CNFH02,0.25
E01009001,07CNFH11,0.125
E01009001,07CNFH05,0.5714285714285714
E01009002,07CNFH03,0.2222222222222222
E01009002,07CNFH04,1
E01009002,07CNFH10,0.5
E01009002,07CNFH02,0.75
E01009002,07CNFH22,0.2222222222222222
E01009002,07CNFH18,0.16666666666666666
E01009003,07CNFH06,0.6666666666666666
E01009003,07CNFH07,1
E01009003,07CNFH14,0.8571428571428571
E01009003,07CNFH15,1
E01009003,07CNFH21,0.14285714285714285
E01009003,07CNFH08,0.2857142857142857
E01009005,07CNFH08,0.7142857142857143
E01009005,07CNFH17,1
E01009005,07CNFH16,0.18181818181818182
E01009005,07CNFH21,0.2857142857142857
E01009005,07CNFH09,1
E01009006,07CNFH11,0.875
E01009006,07CNFH10,0.5
E01009006,07CNFH22,0.6666666666666666
E01009006,07CNFH18,0.8333333333333334
E01009006,07CNFH19,0.375
E01009007,07CNFH24,1
E01009007,07CNFH23,1
E01009007,07CNFH05,0.42857142857142855
E01009007,07CNFH19,0.5
E01009007,07CNFH20,0.23076923076923078
E01009007,07CNFH29,0.5625
E01009007,07CNFH35,0.5
E01009007,07CNFH22,0.1111111111111111
E01009007,07CNFH30,0.5
E01009008,07CNFH20,0.07692307692307693
E01009008,07CNFH21,0.5714285714285714
E01009008,07CNFH26,0.625
E01009008,07CNFH27,0.125
E01009008,07CNFH31,0.125
E01009008,07CNFH37,0.2
E01009008,07CNFH32,1
E01009008,07CNFH33,0.2
E01009008,07CNFH25,0.125
E01009009,07CNFH16,0.8181818181818182
E01009009,07CNFH27,0.875
E01009009,07CNFH28,1
E01009011,07CNFH34,1
E01009011,07CNFH44,1
E01009011,07CNFH33,0.8
E01009011,07CNFH26,0.125
E01009011,07CNFH43,0.7142857142857143
E01009012,07CNFH42,0.25
E01009012,07CNFH37,0.8
E01009012,07CNFH36,0.8571428571428571
E01009012,07CNFH29,0.125
E01009012,07CNFH30,0.4
E01009012,07CNFH43,0.2857142857142857
E01009013,07CNFH38,0.2857142857142857
E01009013,07CNFH29,0.3125
E01009013,07CNFH35,0.5
E01009013,07CNFH39,1
E01009013,07CNFH42,0.75
E01009013,07CNFH41,0.5714285714285714
E01009013,07CNFH36,0.14285714285714285
E01009014,07CNFJ15,0.4444444444444444
E01009014,07CNFJ14,0.75
E01009014,07CNFJ17,0.3
E01009014,07CNFJ16,1
E01009014,07CNFJ05,0.1111111111111111
E01009015,07CNFJ13,0.5555555555555556
E01009015,07CNFJ12,0.7272727272727273
E01009015,07CNFJ11,0.7272727272727273
E01009015,07CNFJ21,0.6
E01009016,07CNFJ26,0.14285714285714285
E01009016,07CNFJ25,0.18181818181818182
E01009016,07CNFJ22,0.75
E01009016,07CNFJ23,1
E01009016,07CNFJ24,1
E01009017,07CNFJ03,0.2
E01009017,07CNFJ04,0.8
E01009017,07CNFJ01,0.36363636363636365
E01009017,07CNFJ15,0.5555555555555556
E01009018,07CNFJ17,0.3
E01009018,07CNFJ10,0.8
E01009018,07CNFJ21,0.4
E01009018,07CNFJ11,0.2727272727272727
E01009018,07CNFJ26,0.8571428571428571
E01009018,07CNFJ20,0.7692307692307693
E01009018,07CNFJ22,0.25
E01009019,07CNFJ37,0.8
E01009019,07CNFJ32,0.5
E01009019,07CNFJ31,0.1
E01009019,07CNFJ40,0.3333333333333333
E01009019,07CNFJ29,0.16666666666666666
E01009020,07CNFJ28,0.8888888888888888
E01009020,07CNFJ29,0.16666666666666666
E01009020,07CNFJ32,0.125
E01009020,07CNFJ27,0.7142857142857143
E01009020,07CNFJ31,0.4
E01009021,07CNFJ30,1
E01009021,07CNFJ12,0.2727272727272727
E01009021,07CNFJ29,0.6666666666666666
E01009021,07CNFJ32,0.375
E01009021,07CNFJ28,0.1111111111111111
E01009021,07CNFJ13,0.4444444444444444
E01009022,07CNFJ37,0.06666666666666667
E01009022,07CNFJ35,0.625
E01009022,07CNFJ31,0.5
E01009022,07CNFJ38,0.14285714285714285
E01009022,07CNFJ25,0.8181818181818182
E01009022,07CNFJ27,0.2857142857142857
E01009022,07CNFJ34,0.2
E01009022,07CNFJ33,0.2857142857142857
E01009023,07CNFJ35,0.375
E01009023,07CNFJ33,0.7142857142857143
E01009023,07CNFJ34,0.8
E01009023,07CNFJ41,0.8181818181818182
E01009023,07CNFJ38,0.5714285714285714
E01009024,07CNFJ43,0.7777777777777778
E01009024,07CNFJ39,0.42857142857142855
E01009024,07CNFJ42,1
E01009024,07CNFJ38,0.2857142857142857
E01009024,07CNFJ41,0.18181818181818182
E01009025,07CNFJ44,1
E01009025,07CNFJ39,0.5714285714285714
E01009025,07CNFJ43,0.2222222222222222
E01009025,07CNFJ37,0.13333333333333333
E01009025,07CNFJ40,0.6666666666666666
E01009026,07CNFJ06,1
E01009026,07CNFJ05,0.8888888888888888
E01009026,07CNFJ08,0.1111111111111111
E01009026,07CNFJ07,0.6666666666666666
