year,lsoa21,prop_manufacturing,prop_Skilled,prop_Unskilled,prop_low_Edu,prop_sick,Manufacturing_index,Manufacturing_index_year,Overall_Quintile,Census_Quintile
2021,E01008881,0.09292035398230089,0.20206489675516223,0.1592920353982301,0.4021164021164021,0.047619047619047616,1.093773717007232,0.5778696456522141,2,4
2021,E01008882,0.08398133748055987,0.24727838258164853,0.16485225505443235,0.457439446366782,0.0657439446366782,1.2000413210586687,0.6357484912064364,2,5
2021,E01008883,0.08203677510608204,0.2248939179632249,0.2079207920792079,0.42590027700831024,0.06301939058171745,1.2294618987288632,0.6263062009217631,2,4
2021,E01008884,0.10229007633587786,0.25801526717557255,0.23511450381679388,0.46640053226879574,0.05056553559547571,1.392578218840228,0.7278447139518583,3,5
2021,E01008885,0.09428129829984544,0.21792890262751158,0.11128284389489954,0.3298872180451128,0.02443609022556391,0.9420433609133073,0.5262807668598729,1,3
2021,E01008886,0.09908536585365854,0.19817073170731708,0.16310975609756098,0.34925864909390447,0.06672158154859967,1.0529565426361598,0.5610416010638598,2,4
2021,E01008887,0.08333333333333333,0.23302469135802467,0.18518518518518517,0.361998361998362,0.06961506961506962,1.1295280557391316,0.5889805545400331,2,4
2021,E01008888,0.10278113663845223,0.22249093107617895,0.11124546553808948,0.30216383307573413,0.03400309119010819,0.9313151891243048,0.5306028236300686,1,3
2021,E01008889,0.12012012012012012,0.2222222222222222,0.17567567567567569,0.39273235499650594,0.06988120195667366,1.1793864416616877,0.6469191140122459,2,5
2021,E01008890,0.08564231738035265,0.18387909319899245,0.11083123425692695,0.3453536754507628,0.0825242718446602,0.9054826945792547,0.488380468286212,1,3
2021,E01008891,0.09336941813261164,0.2070365358592693,0.10284167794316644,0.3405238828967643,0.05161787365177196,0.9214048841716344,0.5142178244069512,1,3
2021,E01008892,0.11602209944751381,0.2283609576427256,0.13996316758747698,0.40017825311942956,0.07397504456327986,1.1140808605644474,0.6250058759773125,2,4
2021,E01008893,0.088348271446863,0.1651728553137004,0.0973111395646607,0.29804205946337925,0.06381435823060189,0.8124365160641871,0.44317892438872386,1,2
2021,E01008894,0.0781010719754977,0.19142419601837674,0.14701378254211334,0.3533333333333334,0.06518518518518518,0.9866718319782406,0.5119163491320797,1,3
2021,E01008895,0.09032943676939426,0.19341126461211477,0.13283740701381508,0.2962457337883959,0.03890784982935153,0.9194886304542017,0.49581772007339453,1,3
2021,E01008896,0.10677966101694915,0.22542372881355932,0.1694915254237288,0.4409695074276778,0.05942142298670837,1.1998843255054237,0.6476477094380677,2,5
2021,E01008897,0.08370702541106129,0.22869955156950672,0.15844544095665172,0.3842917251051894,0.061009817671809255,1.0919100723541721,0.5781209346888284,2,4
2021,E01008898,0.10760667903525047,0.2560296846011132,0.17068645640074212,0.4633950120675785,0.0667739340305712,1.2610469717982227,0.6888160691420601,2,5
2021,E01008899,0.09164420485175202,0.29649595687331537,0.25067385444743934,0.5134854771784232,0.058091286307053944,1.5012502385209703,0.7796504080327544,3,5
2021,E01008901,0.06529850746268656,0.23134328358208955,0.22201492537313433,0.4930808448652586,0.0808448652585579,1.3099622916689468,0.6477360577407527,3,5
2021,E01008905,0.07721280602636535,0.2787193973634652,0.1902071563088512,0.5252525252525253,0.06926406926406926,1.3470882156630546,0.7042271846174475,3,5
2021,E01008906,0.03838771593090211,0.2648752399232246,0.2476007677543186,0.4966936076414401,0.046289493019838354,1.3676290220347669,0.6544113242375665,3,5
