lsoa21,oa01,prop_oa01
E01009136,E00046276,1
E01009136,E00046270,1
E01009136,E00046272,1
E01009136,E00046343,1
E01009136,E00046342,1
E01009136,E00046269,1
E01009137,E00046275,1
E01009137,E00046281,1
E01009137,E00046278,1
E01009137,E00046280,1
E01009137,E00046274,1
E01009138,E00046369,1
E01009138,E00046363,1
E01009138,E00046354,1
E01009138,E00046372,1
E01009138,E00046384,1
E01009139,E00046376,1
E01009139,E00046362,1
E01009139,E00046380,1
E01009139,E00046364,1
E01009139,E00046365,1
E01009139,E00046359,1
E01009140,E00046366,1
E01009140,E00046347,1
E01009140,E00046360,1
E01009140,E00046378,1
E01009140,E00046348,1
E01009141,E00046349,1
E01009141,E00046425,1
E01009141,E00046383,1
E01009141,E00046368,1
E01009141,E00046371,1
E01009141,E00046426,1
E01009143,E00046374,1
E01009143,E00046381,1
E01009143,E00046386,1
E01009143,E00046405,1
E01009143,E00046400,1
E01009143,E00046387,1
E01009143,E00046404,1
E01009145,E00046373,1
E01009145,E00046428,1
E01009145,E00046361,1
E01009145,E00046403,1
E01009145,E00046382,1
E01009146,E00046389,1
E01009146,E00046379,1
E01009146,E00046407,1
E01009146,E00046408,1
E01009147,E00046402,1
E01009147,E00046406,1
E01009147,E00046388,1
E01009147,E00046392,1
E01009147,E00046396,1
E01009151,E00046430,1
E01009151,E00046424,1
E01009151,E00046413,1
E01009151,E00046420,1
E01009151,E00046416,1
E01009152,E00046419,1
E01009152,E00046417,1
E01009152,E00046421,1
E01009152,E00046429,1
E01009152,E00046414,1
E01009153,E00046423,1
E01009153,E00046352,1
E01009153,E00046418,1
E01009153,E00046353,1
E01009153,E00046422,1
E01009153,E00046427,1
E01009155,E00046519,1
E01009155,E00046515,1
E01009155,E00046520,1
E01009155,E00046512,1
E01009155,E00046507,1
E01009157,E00046518,1
E01009157,E00046510,1
E01009157,E00046513,1
E01009157,E00046531,1
E01009157,E00046509,1
E01009158,E00046445,1
E01009158,E00046506,1
E01009158,E00046504,1
E01009158,E00046501,1
E01009158,E00046500,1
E01009159,E00046441,1
E01009159,E00046434,1
E01009159,E00046448,1
E01009159,E00046451,1
E01009160,E00046508,1
E01009160,E00046436,1
E01009160,E00046446,1
E01009160,E00046444,1
E01009160,E00046447,1
E01009160,E00046435,1
E01009161,E00046525,1
E01009161,E00046523,1
E01009161,E00046522,1
E01009161,E00046524,1
E01009161,E00046528,1
E01009162,E00046502,1
E01009162,E00046443,1
E01009162,E00046442,1
E01009162,E00046505,1
E01009162,E00046503,1
E01009164,E00046464,1
E01009164,E00046470,1
E01009164,E00046466,1
E01009164,E00046440,1
E01009164,E00046483,1
E01009165,E00046453,1
E01009165,E00046450,1
E01009165,E00046438,1
E01009165,E00046462,1
E01009165,E00046454,1
E01009166,E00046457,1
E01009166,E00046458,1
E01009166,E00046469,1
E01009166,E00046478,1
E01009167,E00046459,1
E01009167,E00046455,1
E01009167,E00046456,1
E01009167,E00046452,1
E01009167,E00046449,1
E01009168,E00046461,1
E01009168,E00046472,1
E01009168,E00046480,1
E01009168,E00046476,1
E01009168,E00046471,1
E01009169,E00046460,1
E01009169,E00046468,1
E01009169,E00046474,1
E01009169,E00046437,1
E01009169,E00046477,1
E01009170,E00046431,1
E01009170,E00046463,1
E01009170,E00046465,1
E01009170,E00046439,1
E01009170,E00046481,1
E01009171,E00046486,1
E01009171,E00046485,1
E01009171,E00046484,1
E01009171,E00046475,1
E01009171,E00046487,1
E01009171,E00046473,1
E01009172,E00046489,1
E01009172,E00046492,1
E01009172,E00046495,1
E01009172,E00046491,1
E01009173,E00046494,1
E01009173,E00046496,1
E01009173,E00046497,1
E01009173,E00046493,1
E01009173,E00046490,1
E01009174,E00046530,1
E01009174,E00046529,1
E01009174,E00046514,1
E01009174,E00046517,1
E01009175,E00046603,1
E01009175,E00046538,1
E01009175,E00046545,1
E01009175,E00046544,1
E01009175,E00046543,1
E01009176,E00046602,1
E01009176,E00046605,1
E01009176,E00046580,1
E01009176,E00046584,1
E01009176,E00046593,1
E01009177,E00046606,1
E01009177,E00046604,1
E01009177,E00046539,1
E01009177,E00046601,1
E01009177,E00046599,1
E01009178,E00046592,1
E01009178,E00046600,1
E01009178,E00046596,1
E01009178,E00046542,1
E01009178,E00046540,1
E01009179,E00046547,1
E01009179,E00046550,1
E01009179,E00046546,1
E01009179,E00046548,1
E01009179,E00046549,1
E01009182,E00046555,1
E01009182,E00046558,1
E01009182,E00046557,1
E01009182,E00046559,1
E01009182,E00046560,1
E01009183,E00046562,1
E01009183,E00046571,1
E01009183,E00046565,1
E01009183,E00046561,1
E01009184,E00046566,1
E01009184,E00046564,1
E01009184,E00046563,1
E01009184,E00046576,1
E01009184,E00046570,1
E01009184,E00046569,1
E01009185,E00046574,1
E01009185,E00046577,1
E01009185,E00046586,1
E01009185,E00046575,1
E01009185,E00046578,1
E01009186,E00046573,1
E01009186,E00046536,1
E01009186,E00046567,1
E01009186,E00046572,1
E01009186,E00046537,1
E01009186,E00046595,1
E01009187,E00046568,1
E01009187,E00046581,1
E01009187,E00046579,1
E01009187,E00046585,1
E01009187,E00046582,1
E01009188,E00046583,1
E01009188,E00046587,1
E01009188,E00046589,1
E01009188,E00046591,1
E01009188,E00046588,1
E01009189,E00046590,1
E01009189,E00046594,1
E01009189,E00046597,1
E01009189,E00046598,1
E01009189,E00046541,1
E01009192,E00046641,1
E01009192,E00046635,1
E01009192,E00046625,1
E01009192,E00046676,1
E01009192,E00046624,1
E01009192,E00046619,1
E01009195,E00046639,1
E01009195,E00046642,1
E01009195,E00046634,1
E01009195,E00046621,1
E01009195,E00046633,1
E01009195,E00046613,1
E01009197,E00046614,1
E01009197,E00046657,1
E01009197,E00046644,1
E01009197,E00046647,1
E01009199,E00046656,1
E01009199,E00046653,1
E01009199,E00046616,1
E01009200,E00046660,1
E01009200,E00046654,1
E01009200,E00046658,1
E01009200,E00046659,1
E01009201,E00046669,1
E01009201,E00046667,1
E01009201,E00046607,1
E01009201,E00046666,1
E01009201,E00046663,1
E01009202,E00046661,1
E01009202,E00046664,1
E01009202,E00046617,1
E01009202,E00046665,1
E01009204,E00046622,1
E01009204,E00046636,1
E01009204,E00046609,1
E01009204,E00046628,1
E01009204,E00046612,1
E01009205,E00046728,1
E01009205,E00046735,1
E01009205,E00046738,1
E01009205,E00046743,1
E01009205,E00046746,1
E01009206,E00046749,1
E01009206,E00046739,1
E01009206,E00046744,1
E01009206,E00046740,1
E01009206,E00046753,1
E01009207,E00046745,1
E01009207,E00046679,1
E01009207,E00046741,1
E01009207,E00046748,1
E01009207,E00046757,1
E01009208,E00046689,1
E01009208,E00046695,1
E01009208,E00046690,1
E01009208,E00046751,1
E01009208,E00046684,1
E01009209,E00046756,1
E01009209,E00046758,1
E01009209,E00046755,1
E01009209,E00046692,1
E01009209,E00046687,1
E01009209,E00046696,1
E01009210,E00046747,1
E01009210,E00046693,1
E01009210,E00046685,1
E01009210,E00046754,1
E01009210,E00046688,1
E01009210,E00046691,1
E01009211,E00046680,1
E01009211,E00046686,1
E01009211,E00046681,1
E01009211,E00046752,1
E01009211,E00046750,1
E01009212,E00046705,1
E01009212,E00046709,1
E01009212,E00046716,1
E01009212,E00046714,1
E01009212,E00046704,1
E01009212,E00046697,1
E01009213,E00046706,1
E01009213,E00046702,1
E01009213,E00046700,1
E01009213,E00046703,1
E01009213,E00046710,1
E01009214,E00046683,1
E01009214,E00046682,1
E01009214,E00046694,1
E01009214,E00046707,1
E01009214,E00046698,1
E01009214,E00046699,1
E01009215,E00046717,1
E01009215,E00046701,1
E01009215,E00046712,1
E01009215,E00046708,1
E01009215,E00046718,1
E01009215,E00046713,1
E01009215,E00046715,1
E01009216,E00046711,1
E01009216,E00046720,1
E01009216,E00046721,1
E01009216,E00046722,1
E01009216,E00046725,1
E01009217,E00046723,1
E01009217,E00046719,1
E01009217,E00046678,1
E01009217,E00046724,1
E01009217,E00046726,1
E01009218,E00046729,1
E01009218,E00046727,1
E01009218,E00046731,1
E01009218,E00046732,1
E01009218,E00046730,1
E01009219,E00046742,1
E01009219,E00046734,1
E01009219,E00046737,1
E01009219,E00046736,1
E01009219,E00046733,1
E01009220,E00046792,1
E01009220,E00046788,1
E01009220,E00046800,1
E01009220,E00046805,1
E01009220,E00046797,1
E01009221,E00046798,1
E01009221,E00046801,1
E01009221,E00046759,1
E01009221,E00046804,1
E01009221,E00046793,1
E01009222,E00046803,1
E01009222,E00046802,1
E01009222,E00046799,1
E01009222,E00046796,1
E01009222,E00046794,1
E01009223,E00046763,1
E01009223,E00046806,1
E01009223,E00046810,1
E01009223,E00046812,1
E01009223,E00046808,1
E01009224,E00046814,1
E01009224,E00046813,1
E01009224,E00046809,1
E01009224,E00046807,1
E01009224,E00046811,1
E01009225,E00046768,1
E01009225,E00046821,1
E01009225,E00046825,1
E01009225,E00046822,1
E01009225,E00046815,1
E01009225,E00046817,1
E01009226,E00046820,1
E01009226,E00046819,1
E01009226,E00046818,1
E01009226,E00046816,1
E01009226,E00046823,1
E01009227,E00046777,1
E01009227,E00046776,1
E01009227,E00046766,1
E01009227,E00046761,1
E01009227,E00046827,1
E01009228,E00046829,1
E01009228,E00046824,1
E01009228,E00046828,1
E01009228,E00046765,1
E01009228,E00046830,1
E01009229,E00046772,1
E01009229,E00046771,1
E01009229,E00046769,1
E01009229,E00046764,1
E01009229,E00046762,1
E01009230,E00046770,1
E01009230,E00046774,1
E01009230,E00046767,1
E01009230,E00046760,1
E01009230,E00046826,1
E01009231,E00046779,1
E01009231,E00046773,1
E01009231,E00046785,1
E01009231,E00046781,1
E01009231,E00046778,1
E01009231,E00046775,1
E01009232,E00046782,1
E01009232,E00046786,1
E01009232,E00046784,1
E01009232,E00046780,1
E01009232,E00046783,1
E01009233,E00046789,1
E01009233,E00046795,1
E01009233,E00046791,1
E01009233,E00046787,1
E01009233,E00046790,1
E01009234,E00046849,1
E01009234,E00046843,1
E01009234,E00046851,1
E01009234,E00046854,1
E01009234,E00046847,1
E01009235,E00046904,1
E01009235,E00046846,1
E01009235,E00046841,1
E01009235,E00046902,1
E01009235,E00046898,1
E01009236,E00046837,1
E01009236,E00046833,1
E01009236,E00046832,1
E01009236,E00046840,1
E01009236,E00046890,1
E01009237,E00046845,1
E01009237,E00046858,1
E01009237,E00046861,1
E01009237,E00046850,1
E01009237,E00046852,1
E01009238,E00046853,1
E01009238,E00046903,1
E01009238,E00046838,1
E01009238,E00046848,1
E01009238,E00046857,1
E01009239,E00046870,1
E01009239,E00046855,1
E01009239,E00046835,1
E01009239,E00046872,1
E01009240,E00046863,1
E01009240,E00046834,1
E01009240,E00046862,1
E01009240,E00046864,1
E01009240,E00046859,1
E01009241,E00046865,1
E01009241,E00046856,1
E01009241,E00046860,1
E01009241,E00046868,1
E01009241,E00046866,1
E01009242,E00046874,1
E01009242,E00046871,1
E01009242,E00046873,1
E01009242,E00046869,1
E01009242,E00046867,1
E01009243,E00046894,1
E01009243,E00046887,1
E01009243,E00046878,1
E01009243,E00046875,1
E01009243,E00046836,1
E01009244,E00046839,1
E01009244,E00046882,1
E01009244,E00046831,1
E01009244,E00046886,1
E01009244,E00046900,1
E01009245,E00046893,1
E01009245,E00046881,1
E01009245,E00046876,1
E01009245,E00046877,1
E01009245,E00046880,1
E01009246,E00046892,1
E01009246,E00046889,1
E01009246,E00046879,1
E01009246,E00046883,1
E01009246,E00046885,1
E01009247,E00046897,1
E01009247,E00046888,1
E01009247,E00046899,1
E01009247,E00046896,1
E01009247,E00046895,1
E01009248,E00046842,1
E01009248,E00046901,1
E01009248,E00046884,1
E01009248,E00046891,1
E01009248,E00046844,1
E01009249,E00046928,1
E01009249,E00046936,1
E01009249,E00046937,1
E01009249,E00046945,1
E01009249,E00046946,1
E01009250,E00046923,1
E01009250,E00046935,1
E01009250,E00046905,1
E01009250,E00046940,1
E01009250,E00046955,1
E01009251,E00046925,1
E01009251,E00046920,1
E01009251,E00046913,1
E01009251,E00046924,1
E01009251,E00046922,1
E01009252,E00046917,1
E01009252,E00046911,1
E01009252,E00046919,1
E01009252,E00046926,1
E01009252,E00046918,1
E01009253,E00046916,1
E01009253,E00046929,1
E01009253,E00046927,1
E01009253,E00046943,1
E01009253,E00046938,1
E01009254,E00046909,1
E01009254,E00046921,1
E01009254,E00046930,1
E01009254,E00046932,1
E01009254,E00046914,1
E01009254,E00046933,1
E01009255,E00046948,1
E01009255,E00046958,1
E01009255,E00046961,1
E01009255,E00046951,1
E01009255,E00046952,1
E01009256,E00046931,1
E01009256,E00046941,1
E01009256,E00046950,1
E01009256,E00046939,1
E01009256,E00046942,1
E01009257,E00046944,1
E01009257,E00046949,1
E01009257,E00046947,1
E01009257,E00046906,1
E01009257,E00046954,1
E01009258,E00046965,1
E01009258,E00046953,1
E01009258,E00046956,1
E01009258,E00046966,1
E01009258,E00046964,1
E01009259,E00046957,1
E01009259,E00046960,1
E01009259,E00046963,1
E01009259,E00046907,1
E01009259,E00046962,1
E01009259,E00046959,1
E01009260,E00046970,1
E01009260,E00046968,1
E01009260,E00046967,1
E01009260,E00046912,1
E01009260,E00046969,1
E01009261,E00046971,1
E01009261,E00046908,1
E01009261,E00046934,1
E01009261,E00046910,1
E01009261,E00046915,1
E01009262,E00047008,1
E01009262,E00047012,1
E01009262,E00047007,1
E01009262,E00046979,1
E01009263,E00047021,1
E01009263,E00047016,1
E01009263,E00047014,1
E01009263,E00047019,1
E01009263,E00047026,1
E01009264,E00046972,1
E01009264,E00047011,1
E01009264,E00047005,1
E01009264,E00047017,1
E01009264,E00047018,1
E01009264,E00047023,1
E01009264,E00047046,1
E01009264,E00047029,1
E01009265,E00047035,1
E01009265,E00047041,1
E01009265,E00047025,1
E01009265,E00047022,1
E01009266,E00047020,1
E01009266,E00047034,1
E01009266,E00047045,1
E01009266,E00047032,1
E01009266,E00047028,1
E01009267,E00047010,1
E01009267,E00047006,1
E01009267,E00047013,1
E01009267,E00047009,1
E01009267,E00047001,1
E01009268,E00047030,1
E01009268,E00047027,1
E01009268,E00047031,1
E01009268,E00047040,1
E01009269,E00047039,1
E01009269,E00047036,1
E01009269,E00047033,1
E01009269,E00047015,1
E01009270,E00047051,1
E01009270,E00047055,1
E01009270,E00047054,1
E01009270,E00046976,1
E01009270,E00047048,1
E01009271,E00047050,1
E01009271,E00047042,1
E01009271,E00047038,1
E01009271,E00047047,1
E01009271,E00047044,1
E01009272,E00046974,1
E01009272,E00046973,1
E01009272,E00046997,1
E01009272,E00047024,1
E01009272,E00047037,1
E01009273,E00046977,1
E01009273,E00046975,1
E01009273,E00047052,1
E01009273,E00047049,1
E01009274,E00046983,1
E01009274,E00047043,1
E01009274,E00046982,1
E01009274,E00047053,1
E01009274,E00046980,1
E01009275,E00046985,1
E01009275,E00046986,1
E01009275,E00046981,1
E01009275,E00046984,1
E01009276,E00046991,1
E01009276,E00046988,1
E01009276,E00046987,1
E01009276,E00046978,1
E01009276,E00046989,1
E01009278,E00047003,1
E01009278,E00046990,1
E01009278,E00047002,1
E01009278,E00046998,1
E01009279,E00046993,1
E01009279,E00047000,1
E01009279,E00046995,1
E01009279,E00046994,1
E01009280,E00047088,1
E01009280,E00047087,1
E01009280,E00047086,1
E01009280,E00047095,1
E01009281,E00047098,1
E01009281,E00047084,1
E01009281,E00047100,1
E01009281,E00047103,1
E01009281,E00047102,1
E01009282,E00047093,1
E01009282,E00047097,1
E01009282,E00047099,1
E01009282,E00047101,1
E01009282,E00047085,1
E01009283,E00047107,1
E01009283,E00047104,1
E01009283,E00047056,1
E01009283,E00047112,1
E01009283,E00047120,1
E01009284,E00047132,1
E01009284,E00047135,1
E01009284,E00047077,1
E01009284,E00047068,1
E01009284,E00047064,1
E01009286,E00047067,1
E01009286,E00047063,1
E01009286,E00047060,1
E01009286,E00047121,1
E01009286,E00047124,1
E01009288,E00047105,1
E01009288,E00047110,1
E01009288,E00047113,1
E01009288,E00047129,1
E01009289,E00047122,1
E01009289,E00047117,1
E01009289,E00047057,1
E01009289,E00047131,1
E01009290,E00047133,1
E01009290,E00047058,1
E01009290,E00047076,1
E01009290,E00047074,1
E01009291,E00047128,1
E01009291,E00047130,1
E01009291,E00047118,1
E01009291,E00047123,1
E01009291,E00047134,1
E01009292,E00047071,1
E01009292,E00047062,1
E01009292,E00047070,1
E01009292,E00047119,1
E01009292,E00047127,1
E01009293,E00047061,1
E01009293,E00047080,1
E01009293,E00047091,1
E01009293,E00047090,1
E01009293,E00047092,1
E01009294,E00047083,1
E01009294,E00047096,1
E01009294,E00047094,1
E01009294,E00047126,1
E01009294,E00047082,1
E01009294,E00047089,1
E01009295,E00047081,1
E01009295,E00047075,1
E01009295,E00047072,1
E01009295,E00047059,1
E01009295,E00047066,1
E01009296,E00047069,1
E01009296,E00047065,1
E01009296,E00047079,1
E01009296,E00047078,1
E01009296,E00047073,1
E01009297,E00047138,1
E01009297,E00047215,1
E01009297,E00047152,1
E01009297,E00047216,1
E01009297,E00047136,1
E01009298,E00047137,1
E01009298,E00047157,1
E01009298,E00047151,1
E01009298,E00047156,1
E01009298,E00047155,1
E01009299,E00047163,1
E01009299,E00047160,1
E01009299,E00047159,1
E01009299,E00047162,1
E01009299,E00047164,1
E01009300,E00047158,1
E01009300,E00047149,1
E01009300,E00047218,1
E01009300,E00047153,1
E01009300,E00047148,1
E01009300,E00047150,1
E01009301,E00047140,1
E01009301,E00047167,1
E01009301,E00047168,1
E01009301,E00047165,1
E01009301,E00047161,1
E01009301,E00047169,1
E01009302,E00047174,1
E01009302,E00047176,1
E01009302,E00047143,1
E01009302,E00047172,1
E01009302,E00047170,1
E01009303,E00047171,1
E01009303,E00047141,1
E01009303,E00047142,1
E01009303,E00047173,1
E01009303,E00047175,1
E01009303,E00047166,1
E01009304,E00047182,1
E01009304,E00047199,1
E01009304,E00047189,1
E01009304,E00047178,1
E01009304,E00047187,1
E01009304,E00047185,1
E01009305,E00047200,1
E01009305,E00047181,1
E01009305,E00047191,1
E01009305,E00047179,1
E01009305,E00047177,1
E01009305,E00047144,1
E01009306,E00047214,1
E01009306,E00047213,1
E01009306,E00047209,1
E01009306,E00047205,1
E01009306,E00047211,1
E01009307,E00047192,1
E01009307,E00047180,1
E01009307,E00047184,1
E01009307,E00047146,1
E01009307,E00047198,1
E01009307,E00047188,1
E01009308,E00047204,1
E01009308,E00047145,1
E01009308,E00047196,1
E01009308,E00047186,1
E01009308,E00047194,1
E01009308,E00047210,1
E01009309,E00047206,1
E01009309,E00047197,1
E01009309,E00047190,1
E01009309,E00047203,1
E01009309,E00047212,1
E01009309,E00047207,1
E01009310,E00047201,1
E01009310,E00047195,1
E01009310,E00047193,1
E01009310,E00047183,1
E01009310,E00047202,1
E01009310,E00047208,1
E01009311,E00047139,1
E01009311,E00047217,1
E01009311,E00047147,1
E01009311,E00047219,1
E01009311,E00047154,1
E01009312,E00047274,1
E01009312,E00047271,1
E01009312,E00047270,1
E01009312,E00047265,1
E01009312,E00047269,1
E01009313,E00047275,1
E01009313,E00047283,1
E01009313,E00047280,1
E01009313,E00047286,1
E01009313,E00047223,1
E01009314,E00047279,1
E01009314,E00047268,1
E01009314,E00047267,1
E01009314,E00047282,1
E01009314,E00047277,1
E01009315,E00047281,1
E01009315,E00047227,1
E01009315,E00047285,1
E01009315,E00047234,1
E01009315,E00047221,1
E01009315,E00047233,1
E01009316,E00047224,1
E01009316,E00047284,1
E01009316,E00047287,1
E01009316,E00047288,1
E01009316,E00047226,1
E01009317,E00047220,1
E01009317,E00047273,1
E01009317,E00047278,1
E01009317,E00047276,1
E01009317,E00047230,1
E01009317,E00047264,1
E01009318,E00047235,1
E01009318,E00047236,1
E01009318,E00047231,1
E01009318,E00047229,1
E01009318,E00047222,1
E01009319,E00047225,1
E01009319,E00047238,1
E01009319,E00047241,1
E01009319,E00047232,1
E01009319,E00047228,1
E01009320,E00047242,1
E01009320,E00047240,1
E01009320,E00047239,1
E01009320,E00047243,1
E01009320,E00047237,1
E01009321,E00047257,1
E01009321,E00047244,1
E01009321,E00047262,1
E01009321,E00047249,1
E01009321,E00047255,1
E01009321,E00047250,1
E01009322,E00047246,1
E01009322,E00047252,1
E01009322,E00047247,1
E01009322,E00047256,1
E01009322,E00047245,1
E01009323,E00047266,1
E01009323,E00047272,1
E01009323,E00047253,1
E01009323,E00047248,1
E01009323,E00047261,1
E01009324,E00047263,1
E01009324,E00047254,1
E01009324,E00047251,1
E01009324,E00047260,1
E01009324,E00047259,1
E01009324,E00047258,1
E01009325,E00047367,1
E01009325,E00047298,1
E01009325,E00047366,1
E01009325,E00047309,1
E01009326,E00047306,1
E01009326,E00047359,1
E01009326,E00047300,1
E01009326,E00047319,1
E01009327,E00047293,1
E01009327,E00047365,1
E01009327,E00047363,1
E01009327,E00047362,1
E01009328,E00047368,1
E01009328,E00047294,1
E01009328,E00047371,1
E01009328,E00047361,1
E01009328,E00047292,1
E01009329,E00047311,1
E01009329,E00047302,1
E01009329,E00047301,1
E01009329,E00047295,1
E01009329,E00047297,1
E01009331,E00047360,1
E01009331,E00047291,1
E01009331,E00047342,1
E01009331,E00047339,1
E01009331,E00047351,1
E01009332,E00047355,1
E01009332,E00047290,1
E01009332,E00047357,1
E01009332,E00047346,1
E01009333,E00047354,1
E01009333,E00047289,1
E01009333,E00047350,1
E01009333,E00047343,1
E01009334,E00047312,1
E01009334,E00047304,1
E01009334,E00047299,1
E01009334,E00047303,1
E01009335,E00047315,1
E01009335,E00047307,1
E01009335,E00047296,1
E01009335,E00047313,1
E01009337,E00047318,1
E01009337,E00047317,1
E01009337,E00047323,1
E01009337,E00047310,1
E01009338,E00047324,1
E01009338,E00047320,1
E01009338,E00047316,1
E01009338,E00047321,1
E01009339,E00047327,1
E01009339,E00047328,1
E01009339,E00047325,1
E01009339,E00047322,1
E01009341,E00047334,1
E01009341,E00047349,1
E01009341,E00047347,1
E01009341,E00047335,1
E01009342,E00047352,1
E01009342,E00047336,1
E01009342,E00047338,1
E01009343,E00047348,1
E01009343,E00047340,1
E01009343,E00047341,1
E01009343,E00047337,1
E01009344,E00047364,1
E01009344,E00047344,1
E01009344,E00047345,1
E01009344,E00047353,1
E01009345,E00047402,1
E01009345,E00047395,1
E01009345,E00047397,1
E01009346,E00047401,1
E01009346,E00047394,1
E01009346,E00047398,1
E01009346,E00047400,1
E01009347,E00047391,1
E01009347,E00047390,1
E01009347,E00047396,1
E01009347,E00047373,1
E01009347,E00047399,1
E01009348,E00047381,1
E01009348,E00047392,1
E01009348,E00047393,1
E01009348,E00047403,1
E01009348,E00047389,1
E01009349,E00047405,1
E01009349,E00047374,1
E01009349,E00047427,1
E01009349,E00047416,1
E01009350,E00047404,1
E01009350,E00047406,1
E01009350,E00047375,1
E01009350,E00047413,1
E01009351,E00047407,1
E01009351,E00047420,1
E01009351,E00047409,1
E01009351,E00047426,1
E01009352,E00047408,1
E01009352,E00047414,1
E01009352,E00047376,1
E01009352,E00047423,1
E01009353,E00047410,1
E01009353,E00047425,1
E01009353,E00047411,1
E01009353,E00047415,1
E01009354,E00047419,1
E01009354,E00047412,1
E01009354,E00047430,1
E01009354,E00047428,1
E01009355,E00047432,1
E01009355,E00047422,1
E01009355,E00047421,1
E01009355,E00047417,1
E01009355,E00047424,1
E01009358,E00047382,1
E01009358,E00047436,1
E01009358,E00047443,1
E01009358,E00047380,1
E01009359,E00047439,1
E01009359,E00047442,1
E01009359,E00047435,1
E01009359,E00047440,1
E01009359,E00047431,1
E01009360,E00047384,1
E01009360,E00047445,1
E01009360,E00047372,1
E01009360,E00047444,1
E01009360,E00047386,1
E01009361,E00047379,1
E01009361,E00047388,1
E01009361,E00047383,1
E01009361,E00047387,1
E01009361,E00047385,1
E01009362,E00047469,1
E01009362,E00047475,1
E01009362,E00047472,1
E01009363,E00047447,1
E01009363,E00047449,1
E01009363,E00047470,1
E01009364,E00047463,1
E01009364,E00047448,1
E01009364,E00047473,1
E01009365,E00047480,1
E01009365,E00047474,1
E01009365,E00047471,1
E01009365,E00047450,1
E01009366,E00047476,1
E01009366,E00047497,1
E01009366,E00047485,1
E01009366,E00047454,1
E01009367,E00047477,1
E01009367,E00047492,1
E01009367,E00047493,1
E01009367,E00047494,1
E01009368,E00047481,1
E01009368,E00047453,1
E01009368,E00047482,1
E01009368,E00047484,1
E01009371,E00047498,1
E01009371,E00047502,1
E01009371,E00047457,1
E01009371,E00047483,1
E01009371,E00047509,1
E01009372,E00047489,1
E01009372,E00047496,1
E01009372,E00047501,1
E01009372,E00047503,1
E01009372,E00047514,1
E01009373,E00047495,1
E01009373,E00047504,1
E01009373,E00047500,1
E01009373,E00047508,1
E01009373,E00047510,1
E01009374,E00047452,1
E01009374,E00047456,1
E01009374,E00047512,1
E01009375,E00047505,1
E01009375,E00047506,1
E01009375,E00047455,1
E01009375,E00047499,1
E01009376,E00047511,1
E01009376,E00047515,1
E01009376,E00047507,1
E01009376,E00047458,1
E01009377,E00047518,1
E01009377,E00047513,1
E01009377,E00047517,1
E01009377,E00047516,1
E01009379,E00047460,1
E01009379,E00047520,1
E01009379,E00047519,1
E01009379,E00047446,1
E01009380,E00047466,1
E01009380,E00047464,1
E01009380,E00047461,1
E01009380,E00047465,1
E01009382,E00047535,1
E01009382,E00047581,1
E01009382,E00047572,1
E01009382,E00047575,1
E01009383,E00047569,1
E01009383,E00047580,1
E01009383,E00047596,1
E01009384,E00047568,1
E01009384,E00047574,1
E01009384,E00047527,1
E01009384,E00047531,1
E01009384,E00047583,1
E01009385,E00047598,1
E01009385,E00047595,1
E01009385,E00047577,1
E01009385,E00047591,1
E01009389,E00047590,1
E01009389,E00047585,1
E01009389,E00047582,1
E01009389,E00047588,1
E01009390,E00047532,1
E01009390,E00047536,1
E01009390,E00047589,1
E01009390,E00047545,1
E01009391,E00047592,1
E01009391,E00047594,1
E01009391,E00047534,1
E01009391,E00047593,1
E01009392,E00047540,1
E01009392,E00047539,1
E01009392,E00047597,1
E01009392,E00047533,1
E01009393,E00047548,1
E01009393,E00047543,1
E01009393,E00047541,1
E01009393,E00047537,1
E01009394,E00047544,1
E01009394,E00047542,1
E01009394,E00047538,1
E01009394,E00047546,1
E01009394,E00047549,1
E01009395,E00047547,1
E01009395,E00047551,1
E01009395,E00047550,1
E01009395,E00047552,1
E01009396,E00047553,1
E01009396,E00047562,1
E01009396,E00047563,1
E01009396,E00047557,1
E01009396,E00047554,1
E01009397,E00047522,1
E01009397,E00047521,1
E01009397,E00047555,1
E01009397,E00047560,1
E01009397,E00047523,1
E01009399,E00047565,1
E01009399,E00047571,1
E01009399,E00047564,1
E01009399,E00047558,1
E01009400,E00047647,1
E01009400,E00047648,1
E01009400,E00047646,1
E01009400,E00047650,1
E01009400,E00047642,1
E01009401,E00047644,1
E01009401,E00047652,1
E01009401,E00047651,1
E01009401,E00047653,1
E01009401,E00047649,1
E01009403,E00047658,1
E01009403,E00047600,1
E01009403,E00047660,1
E01009403,E00047654,1
E01009403,E00047655,1
E01009404,E00047661,1
E01009404,E00047656,1
E01009404,E00047659,1
E01009404,E00047663,1
E01009404,E00047665,1
E01009405,E00047662,1
E01009405,E00047668,1
E01009405,E00047667,1
E01009405,E00047610,1
E01009405,E00047671,1
E01009406,E00047657,1
E01009406,E00047601,1
E01009406,E00047664,1
E01009406,E00047666,1
E01009406,E00047675,1
E01009406,E00047670,1
E01009407,E00047669,1
E01009407,E00047673,1
E01009407,E00047608,1
E01009407,E00047602,1
E01009407,E00047672,1
E01009408,E00047607,1
E01009408,E00047606,1
E01009408,E00047604,1
E01009408,E00047677,1
E01009408,E00047674,1
E01009409,E00047623,1
E01009409,E00047611,1
E01009409,E00047605,1
E01009409,E00047676,1
E01009409,E00047612,1
E01009410,E00047609,1
E01009410,E00047603,1
