index,year,lsoa21,total_residents,residents_10,InActive_sick,Foreman,Skilled,Semi_skilled,Unskilled,Total_employed,Manufacturing,Well_Edu,Disabled,total_persons,poor_health,updated
Manufacturing,1991,E01009449,2554.1810224089636,174.17927170868347,71.60504201680672,0,5.9716386554621845,3.7983193277310923,1.2857142857142856,72.27485994397759,9.258753501400559,35.28186274509804,271.1474089635854,0,0,NA
Manufacturing,1991,E01009450,2516.7205043322692,177.1273370420429,55.712645850881145,0.5447552447552447,13.320786403139344,7.284410034410034,6.201508622096857,80.70818919642448,17.239986810575047,12.696024237200708,213.78809099397336,0,0,NA
Manufacturing,1991,E01009451,1829.1321644042232,141.13360985419808,52.94532428355958,1.5555555555555556,5.182817998994469,5.845148315736551,2.666666666666667,66.85212418300654,8.217131724484666,15.730957767722474,197.05222473604826,0,0,NA
Manufacturing,1991,E01009452,1787.212987012987,132.9135642135642,37.35425685425685,0.9222222222222222,7.0445887445887445,10.536796536796537,2.597402597402598,66.63968253968254,17.952813852813854,13.711976911976912,145.22987012987014,0,0,NA
Manufacturing,1991,E01009453,1476.1964285714284,110.9563492063492,26.238095238095237,0.4444444444444444,6.85515873015873,3.587301587301587,2.1726190476190474,51.99801587301587,10.533730158730158,12.708333333333334,114.63690476190476,0,0,NA
Manufacturing,1991,E01009454,1721.1470085470087,149.73461538461538,19.613247863247864,0.9461538461538461,7.549572649572649,3.653846153846154,0.5555555555555556,90.76581196581196,19.62264957264957,32.203418803418806,61.72735042735043,0,0,NA
Manufacturing,1991,E01009455,1268.2675324675324,102.08831168831169,36.053246753246754,0.8999999999999999,7.405194805194805,3.5246753246753246,1.2064935064935065,38.82857142857143,9.2012987012987,10.03116883116883,119.67532467532467,0,0,NA
Manufacturing,1991,E01009456,1899.404329004329,157.7887445887446,20.92943722943723,2.5,6.40952380952381,2.1666666666666665,0.43333333333333335,69.81428571428572,6.78051948051948,28.6978354978355,153.55281385281387,0,0,NA
Manufacturing,1991,E01009457,1791.246565934066,150.72557997557996,35.22222222222222,0,1.3894230769230769,1.7787698412698414,1.126984126984127,69.02571733821733,6.645375457875458,37.96153846153846,124.00496031746032,0,0,NA
Manufacturing,1991,E01009458,1788.3777777777777,162.16666666666666,38.44444444444444,0.16666666666666666,10.233333333333333,3.8555555555555556,3,63.62222222222222,12.011111111111111,12.333333333333334,191.83333333333334,0,0,NA
Manufacturing,1991,E01009459,1821.2999444999446,135.7984348984349,33.226118326118325,0,2.1725274725274724,0.1111111111111111,0.2,65.1993894993895,8.457087357087357,32.427805527805525,127.54718614718614,0,0,NA
Manufacturing,1991,E01009460,1993.769696969697,148.23636363636365,38.06969696969697,0,8.790909090909091,5.375757575757576,2.209090909090909,82.57878787878788,9.421212121212122,21.206060606060607,140.8121212121212,0,0,NA
Manufacturing,1991,E01009461,1420.1458333333333,112.89460784313725,18.838235294117645,0.4444444444444444,4.834558823529411,1.6736111111111112,0.3333333333333333,55.83292483660131,9.307598039215687,21.651143790849673,70.20138888888889,0,0,NA
Manufacturing,1991,E01009462,2340.7463203463203,181.50606060606063,44.394372294372296,1.7555555555555555,7.192640692640693,2.264646464646465,2.1090909090909093,78.05209235209236,14.472294372294373,27.863924963924966,255.015873015873,0,0,NA
Manufacturing,1991,E01009463,2320.890476190476,183.61848739495798,38.135574229691876,0.8,3.01484593837535,3.7476190476190476,2.295238095238095,94.0109243697479,15.45014005602241,34.50084033613445,157.96666666666667,0,0,NA
Manufacturing,1991,E01009464,1942,146.61538461538464,19.230769230769234,3,5.846153846153847,7.923076923076923,0,73.15384615384616,13.615384615384617,15.615384615384617,134.92307692307693,0,0,NA
Manufacturing,1991,E01009465,1781.3519813519815,156.016317016317,20.05128205128205,1.0769230769230769,8.247086247086248,3.034965034965035,2.090909090909091,74.17132867132867,19.993006993006993,18.72843822843823,123.46386946386946,0,0,NA
Manufacturing,1991,E01009466,2111.2023809523807,171.53571428571428,20.316666666666666,0.75,2.678571428571429,4.997619047619048,1.2166666666666666,84.9952380952381,11.473809523809523,43.06190476190476,149.59285714285716,0,0,NA
Manufacturing,1991,E01009467,1869.9137529137531,156.62004662004662,27.941724941724942,0.7692307692307693,7.780885780885781,12.762237762237763,2.090909090909091,78.2062937062937,13.811188811188812,18.453379953379955,145.53613053613054,0,0,NA
Manufacturing,1991,E01009468,2105.5904761904762,167.58095238095237,23.314285714285713,0,5.914285714285715,4.152380952380953,1.2666666666666666,76.17142857142858,11.123809523809523,37.523809523809526,147.34285714285713,0,0,NA
Manufacturing,1991,E01009469,1753.379603729604,133.32494172494174,13.275874125874127,0.16025641025641024,6.502913752913754,3.8939393939393945,0.7272727272727273,62.6527972027972,11.730885780885782,20.543939393939393,79.1371794871795,0,0,NA
Manufacturing,1991,E01009470,1598.9515484515484,119.0104895104895,13.428371628371629,1.876923076923077,3.201898101898102,0.3216783216783217,0.6909090909090909,57.28881118881119,9.603196803196804,19.097502497502497,92.95274725274726,0,0,NA
Manufacturing,1991,E01009471,2054.649358974359,166.9741452991453,27.794444444444444,0,0.30769230769230765,2.7111111111111112,0.4444444444444444,80.2818376068376,10.557692307692307,40.38782051282051,132.14444444444445,0,0,NA
Manufacturing,1991,E01009472,2228.997435897436,189.03021978021977,19.53974358974359,1.2,11.168131868131868,5.0014652014652015,2.5648351648351646,97.70934065934065,18.286813186813188,29.53827838827839,162.53809523809522,0,0,NA
Manufacturing,1991,E01009473,1732.2602564102563,137.30567765567764,22.407692307692308,0.9166666666666666,5.163919413919414,6.3498168498168495,1.1428571428571428,73.44835164835165,9.26062271062271,12.839926739926739,152.82985347985348,0,0,NA
Manufacturing,1991,E01009474,1978.1858974358975,165.1602564102564,26.893589743589743,0.5833333333333334,4.696153846153846,3.6961538461538463,2.8756410256410256,71.6025641025641,11.634615384615385,23.93076923076923,189.15,0,0,NA
Manufacturing,1991,E01009475,1982.047619047619,182.78095238095239,78.52857142857142,0.1,10.195238095238095,14.876190476190477,2.8936507936507936,42.574603174603176,11.35873015873016,1.1793650793650794,263.26666666666665,0,0,NA
Manufacturing,1991,E01009476,1735.752380952381,132.9904761904762,79.7,0.7,9.804761904761905,10.00952380952381,4.64920634920635,39.08253968253968,6.984126984126984,1.1634920634920636,268.5333333333333,0,0,NA
Manufacturing,1991,E01009477,1645.9,138.0285714285714,55.17142857142857,0.7999999999999999,9.1,15.014285714285714,1.8571428571428572,42.84285714285714,10.157142857142857,1.557142857142857,200.1,0,0,NA
Manufacturing,1991,E01009478,1747.2732142857144,135.31488095238095,54.52738095238095,3.205357142857143,12.263690476190476,12.182738095238095,4.580952380952381,52.64107142857143,17.814880952380953,1.0666666666666667,275.8125,0,0,NA
Manufacturing,1991,E01009479,1611.2368686868688,157.40858585858587,51.673737373737374,0.5555555555555556,11.844949494949494,7.192424242424242,4.634343434343434,42.794444444444444,15.218686868686868,2.2666666666666666,221.84949494949495,0,0,NA
Manufacturing,1991,E01009480,1494.5142857142857,109.34761904761905,45.547619047619044,1.8571428571428572,8.623809523809523,9.704761904761904,6.819047619047619,46.57142857142857,11.247619047619047,0.3333333333333333,185.7,0,0,NA
Manufacturing,1991,E01009481,2086.5712121212123,172.5161616161616,59.26161616161616,2.3373737373737375,15.556313131313132,15.783585858585859,3.3782828282828286,75.03282828282828,26.4219696969697,10.817929292929293,233.98459595959596,0,0,NA
Manufacturing,1991,E01009482,1198.75,133.16666666666666,46.77777777777778,0,5.805555555555555,9.38888888888889,2.388888888888889,28.583333333333332,9.25,0.6666666666666666,148.5,0,0,NA
Manufacturing,1991,E01009483,1644.5285714285715,161.28571428571428,54.19047619047619,0,5.704761904761905,10.242857142857144,4.1,34.92857142857143,13.40952380952381,3.3333333333333335,228.64761904761906,0,0,NA
Manufacturing,1991,E01009484,1706.2603174603175,165.89285714285714,61.42063492063492,2.4444444444444446,9.812698412698413,6.605555555555555,4.165079365079365,34.03968253968254,7.768253968253968,1.476190476190476,237.45079365079366,0,0,NA
Manufacturing,1991,E01009485,1506.3203463203463,130.28932178932178,52.64862914862915,0.2857142857142857,13.658008658008658,6.082251082251083,3.593795093795094,37.317460317460316,12.386002886002887,1.7222222222222223,172.45310245310245,0,0,NA
Manufacturing,1991,E01009486,1632.838906926407,135.78641774891776,53.569083694083695,2.250631313131313,11.993921356421357,6.910155122655123,2.3642857142857143,47.762175324675326,13.9632215007215,2.965909090909091,177.90333694083694,0,0,NA
Manufacturing,1991,E01009487,1933.94329004329,162.6803751803752,56.34202741702742,2.4744949494949497,12.698629148629148,11.982395382395381,1.9006132756132756,60.28340548340549,19.084126984126986,4.641161616161616,218.1404761904762,0,0,NA
Manufacturing,1991,E01009488,2216.626948051948,203.89707792207793,74.37889610389611,1.275,15.13344155844156,12.537662337662338,4.05974025974026,45.30357142857143,17.326623376623377,1.8571428571428572,335.60941558441556,0,0,NA
Manufacturing,1991,E01009489,1666.9928571428572,176.74603174603175,68.20238095238095,0,13.085714285714285,6.096031746031747,5.381746031746032,37.05555555555556,13.814285714285715,2.5873015873015874,196.42539682539683,0,0,NA
Manufacturing,1991,E01009490,1939.959090909091,156.95454545454547,87.25227272727273,3.775,11.663636363636364,9.936363636363637,4.856818181818182,56.60909090909091,19.568181818181817,2.975,281.95909090909095,0,0,NA
Manufacturing,1991,E01009491,1910.926948051948,189.49945887445887,68.69318181818181,0.8392857142857143,16.540584415584416,15.182900432900434,3.3906926406926408,53.00595238095238,13.912337662337663,3.5476190476190474,207.22132034632034,0,0,NA
Manufacturing,1991,E01009492,1545.557142857143,129.4142857142857,65.11428571428571,3.1,11.514285714285714,8.27142857142857,8.985714285714286,41.57142857142857,15.314285714285715,1.8428571428571427,223.44285714285715,0,0,NA
Manufacturing,1991,E01009493,1341.0695187165775,110.41711229946524,31.796791443850267,0,2.3618538324420677,3.8181818181818183,1.8181818181818183,30.032085561497325,4.2976827094474155,15.55258467023173,131.9126559714795,0,0,NA
Manufacturing,1991,E01009494,1707.6950598421186,137.87901706137,51.32363127069009,2.428571428571429,12.421161191749427,11.197402597402597,2.0051948051948054,52.27277820218997,14.165215176979883,5.985918003565062,210.1265087853323,0,0,NA
Manufacturing,1991,E01009495,1589.951923076923,136.125,44.23076923076923,1.0769230769230769,6.894230769230769,8.663461538461538,6.576923076923077,40.81730769230769,9.509615384615383,5.0576923076923075,216.31730769230768,0,0,NA
Manufacturing,1991,E01009496,1980.7669539610715,149.5420168067227,33.52812612224377,2.432967032967033,10.717158658335128,4.387912087912088,2.7472527472527473,68.85207211089563,13.052696976226388,15.17556561085973,169.39156790921496,0,0,NA
Manufacturing,1991,E01009497,1776.753846153846,156.48888888888888,39.05042735042735,0.864957264957265,11.749572649572649,8.965811965811966,2.376068376068376,56.88461538461539,17.824786324786324,7.926495726495727,190.52905982905983,0,0,NA
Manufacturing,1991,E01009498,2202.98547008547,193.0111111111111,55.74529914529914,1.1965811965811965,16.11025641025641,15.664957264957264,13.385470085470086,72.82478632478632,16.505128205128205,4.919658119658119,245.78034188034187,0,0,NA
Manufacturing,1991,E01009499,2049.9,162.7,76.7,0,8.9,12.899999999999999,5.9,57.8,21.7,6.3,297.2,0,0,NA
Manufacturing,1991,E01009500,1781.4,170.8,77,3.6,8.4,10.4,3,50.8,14.6,7,227.2,0,0,NA
Manufacturing,1991,E01009501,1946.9030303030304,163.03333333333333,55.61818181818182,0.9,9.078787878787878,14.454545454545453,4.65,53.53636363636364,10.825757575757576,1.9166666666666667,263.42121212121214,0,0,NA
Manufacturing,1991,E01009502,1360.6969696969697,120.66666666666667,51.981818181818184,0.4,11.22121212121212,8.945454545454545,3.4,39.663636363636364,9.924242424242424,4.333333333333333,197.5787878787879,0,0,NA
Manufacturing,1991,E01009503,1820.790909090909,151.55454545454546,58.74545454545454,2.8000000000000003,9.790909090909091,13.181818181818182,8.040909090909091,56.72727272727273,12.277272727272727,1.7954545454545454,245.27272727272728,0,0,NA
Manufacturing,1991,E01009504,2332.898128342246,185.63195187165775,38.61631016042781,0,5.910071301247772,10.881818181818183,2.9272727272727277,66.6437165775401,18.509001782531193,31.15289661319073,201.92076648841356,0,0,NA
Manufacturing,1991,E01009505,2172.673484848485,176.6871212121212,65.64848484848486,0.3,11.547727272727274,16.038636363636364,8.172727272727272,69.91742424242425,13.617424242424242,5.846969696969697,264.3931818181818,0,0,NA
Manufacturing,1991,E01009506,2304.514705882353,183.46323529411765,34.01470588235294,0,12.897058823529411,7.5,2,91.2279411764706,18.191176470588236,33.036764705882355,144.9558823529412,0,0,NA
Manufacturing,1991,E01009507,1531.3841269841269,130.27936507936508,52.49523809523809,0.2,10.247619047619047,10.161904761904761,2.0666666666666664,51.98730158730159,16.307936507936507,7.450793650793651,168.45079365079366,0,0,NA
Manufacturing,1991,E01009508,1928.3345959595958,142.3661616161616,56.96085858585859,3.0277777777777777,14.931818181818182,14.359848484848484,3.2803030303030303,66.04797979797979,17.140151515151516,6.125,190.02020202020202,0,0,NA
Manufacturing,1991,E01009509,1771.2998556998557,139.6946608946609,46.38066378066378,0.8,11.356998556998558,7.5826839826839825,2.317171717171717,50.32150072150072,8.693506493506494,7.041269841269841,197.88975468975468,0,0,NA
Manufacturing,1991,E01009510,2116.10101010101,169.95959595959596,64.31313131313131,0.6666666666666666,21.98989898989899,13.787878787878789,5.646464646464646,64.39393939393939,19.1010101010101,5.666666666666666,287.949494949495,0,0,NA
Manufacturing,1991,E01009511,1726.0454545454545,147.04545454545456,64.63636363636364,0.6666666666666666,18.136363636363637,10.893939393939394,4.848484848484849,58.71212121212121,22.90909090909091,2.1666666666666665,200.83333333333334,0,0,NA
Manufacturing,1991,E01009512,1808.8166666666666,136.08888888888887,51.98888888888889,1.6666666666666665,15.122222222222222,11.944444444444445,4.966666666666667,48.077777777777776,17.205555555555556,4.738888888888889,256.38888888888886,0,0,NA
Manufacturing,1991,E01009513,2238.9776334776334,171.56132756132754,78.11399711399712,4.166666666666667,11.89033189033189,17.927128427128427,7.2727272727272725,69.55483405483406,24.549062049062048,4.619047619047619,275.13419913419915,0,0,NA
Manufacturing,1991,E01009514,2491.1073232323233,195.75613275613276,99.6422077922078,1.3650793650793651,19.12792207792208,16.595743145743146,4.512626262626263,68.21089466089467,23.677813852813852,2.7011904761904764,369.89285714285717,0,0,NA
Manufacturing,1991,E01009515,1941.7222222222222,139.41414141414143,36.333333333333336,0.8333333333333334,9.727272727272727,6.722222222222222,0,56.22727272727273,7.833333333333334,14.585858585858587,219.969696969697,0,0,NA
Manufacturing,1991,E01009516,1506.611111111111,113.39682539682539,51.265079365079366,1.7142857142857144,9.549206349206349,9.22063492063492,1.2222222222222223,47.8984126984127,15.220634920634922,5.7253968253968255,163.71428571428572,0,0,NA
Manufacturing,1991,E01009517,2155.975,169.66666666666666,60.61666666666667,3,7.783333333333333,14.75,9.716666666666667,61.71666666666667,20.058333333333334,3.725,327.55,0,0,NA
Manufacturing,1991,E01009518,2171.6805555555557,154.31800144300144,38.98412698412698,0.8928571428571428,9.806457431457432,4.928571428571429,1.6388888888888888,64.4512987012987,18.02579365079365,16.61255411255411,224.65927128427128,0,0,NA
Manufacturing,1991,E01009519,1897.9318181818182,133.84870129870131,37.63506493506494,0,7.714935064935065,9.474025974025974,3.1662337662337663,67.24090909090908,16.33116883116883,13.485064935064935,160.8525974025974,0,0,NA
Manufacturing,1991,E01009520,2124.665404040404,155.52074314574315,40.95382395382396,0,11.310064935064934,6.581529581529582,1.455988455988456,69.56186868686869,15.613275613275613,13.162157287157287,187.75018037518038,0,0,NA
Manufacturing,1991,E01009521,1812.3472222222222,144.08333333333331,45.68055555555556,0,15.305555555555555,8.069444444444445,3.888888888888889,77.59722222222223,12.333333333333332,9.194444444444445,185.94444444444446,0,0,NA
Manufacturing,1991,E01032589,1357.54126984127,119.93968253968254,24.38888888888889,1.4142857142857144,6.079365079365079,4.925396825396826,1.8142857142857143,45.2952380952381,9.688888888888888,9.196825396825396,137.94444444444446,0,0,NA
Manufacturing,1991,E01032591,1807.1999999999998,158.77777777777777,35.511111111111106,2.9333333333333336,10.066666666666666,6.177777777777778,1,61.82222222222222,17.844444444444445,16.977777777777778,133.42222222222222,0,0,NA
Manufacturing,1991,E01033557,100.15,7.860714285714286,3.8785714285714286,0,0.1125,0.42857142857142855,0.6535714285714286,1.4107142857142856,0.14285714285714285,0.45,13.62142857142857,0,0,NA
Manufacturing,1991,E01033559,483.3890804597701,29.854022988505747,22.648275862068964,0.6436781609195402,3.6683908045977014,4.7620689655172415,1.9310344827586206,10.167816091954023,5.405747126436782,0,86.01896551724138,0,0,NA
Manufacturing,1991,E01033561,1041.9396135485613,78.41623458700923,37.21700855068709,1.9254201680672267,5.844264821066809,6.587561947856066,3.1752120428591017,19.406790565137705,6.7411008281969345,2.7300469483568075,102.86748676620259,0,0,NA
Manufacturing,1991,E01033562,3000.7555555555555,211.1621212121212,97.34065656565657,2.4800505050505053,19.40681818181818,14.458585858585858,2.4545454545454546,97.64469696969697,18.761363636363637,37.125,381.029797979798,0,0,NA
Manufacturing,1991,E01033564,423.0083333333333,38.78333333333333,11.016666666666666,0.125,2.0083333333333333,2.7666666666666666,0.125,8.508333333333333,2.5,0.55,55.30833333333334,0,0,NA
Manufacturing,1991,E01033565,437.1251899696049,33.129939209726444,17.199088145896656,0.25,2.488981762917933,1.1050531914893618,0.3125,10.35201367781155,2.607142857142857,1.0493920972644377,62.65558510638298,0,0,NA
Manufacturing,1991,E01033567,119.11272727272727,8.947792207792208,5.18487012987013,0.12,0.25,0.2094155844155844,0.7612337662337663,1.5791558441558442,0.1607142857142857,0.03409090909090909,19.05012987012987,0,0,NA
Manufacturing,1991,E01033615,231.22227272727272,18.392564935064932,9.424415584415584,0.36,0.075,1.31737012987013,1.020551948051948,5.128701298701299,0.03571428571428571,0.7034090909090909,29.218084415584414,0,0,NA
Manufacturing,1991,E01033616,1343.35,84.46071428571429,64.47857142857143,0,2.0125,4.928571428571429,2.9535714285714287,20.410714285714285,3.642857142857143,4.05,170.52142857142857,0,0,NA
Manufacturing,1991,E01033617,70.3943661971831,3.591549295774648,2.8732394366197185,0,0.7183098591549296,0,0,2.154929577464789,0.7183098591549296,1.4366197183098592,3.591549295774648,0,0,NA
Manufacturing,1991,E01033618,60.2,5.800000000000001,2.4000000000000004,0,0.2,0.4,0,1.2000000000000002,0,0.2,8.4,0,0,NA
Manufacturing,1991,E01033620,332.275,23.8875,7.7,0,0.925,2.1875,1.4125,14.25,0,3.2625,34.8625,0,0,NA
Manufacturing,1991,E01033622,320.20212765957444,24.25531914893617,9.329787234042554,0,1.7765957446808511,0.2765957446808511,0,8.042553191489361,0.5,1.5531914893617023,48.54255319148936,0,0,NA
Manufacturing,1991,E01033623,37.07446808510638,3.4361702127659575,0.5425531914893618,0,0.18085106382978725,0.18085106382978725,0,1.9893617021276597,0,0.3617021276595745,1.9893617021276597,0,0,NA
Manufacturing,1991,E01033624,1230.25,94.16071428571429,40.05357142857143,0,7.75,7.928571428571429,6.928571428571429,27.910714285714285,8.517857142857142,3,173.44642857142858,0,0,NA
Manufacturing,1991,E01033625,40.199999999999996,2.1,0.6,0,0.15,0,0.3,1.5,0,0.6,5.3999999999999995,0,0,NA
Manufacturing,1991,E01033626,446.5,40.5,17.5,0.5,1.5,3.5,1.5,12.5,3,2,65.5,0,0,NA
Manufacturing,1991,E01033627,805.2565476190476,56.778571428571425,31.445238095238096,0.3333333333333333,3.8702380952380953,4.145833333333333,1.3625,16.741071428571427,4.976190476190476,1.3023809523809524,93.75416666666666,0,0,NA
Manufacturing,1991,E01033629,3845.115909090909,287.56464646464644,112.35176767676768,2.6957070707070705,25.41919191919192,16.226262626262628,10.748232323232322,102.29823232323233,22.381818181818183,8.244444444444444,515.1785353535354,0,0,NA
Manufacturing,1991,E01033630,156.85714285714286,12,14.285714285714285,0.2857142857142857,0.2857142857142857,0,0.2857142857142857,2.8571428571428568,0.5714285714285714,0.8571428571428571,27.142857142857142,0,0,NA
Manufacturing,1991,E01033638,1558.1004494547597,113.93379752431477,78.37309165929855,0.8264073091659299,5.839087827880931,8.07532419687592,3.5134099616858236,29.464876215738283,11.23079133510168,2.042307692307692,246.75838491010904,0,0,NA
Manufacturing,1991,E01033640,1241.64,93.54,41.78,0.52,6,6,4.52,25.06,6.5,2,160.78,0,0,NA
Manufacturing,1991,E01033642,2808.7714285714283,270.0571428571429,103.75714285714285,4.642857142857142,18.714285714285715,13.8,7.828571428571428,75.77857142857142,15.378571428571428,2.65,336.67857142857144,0,0,NA
Manufacturing,1991,E01033643,2238.9841269841268,184.02539682539683,101.66666666666666,1.1714285714285713,4.695238095238095,9.692063492063491,4.920634920634921,41.05714285714286,13.526984126984127,7.196825396825396,260.85079365079366,0,0,NA
Manufacturing,1991,E01033646,1713.1298701298701,114.58441558441558,75.79220779220779,0.5714285714285714,9.636363636363637,5.116883116883117,4.545454545454545,42.55844155844156,8.805194805194805,13.428571428571429,204.6103896103896,0,0,NA
Manufacturing,1991,E01033648,2234.043867243867,219.9063492063492,94.04285714285714,1.121212121212121,9.198412698412698,19.8991341991342,4.909090909090909,56.24862914862915,15.362049062049062,17.734487734487733,247.77662337662338,0,0,NA
Manufacturing,1991,E01033649,1236.95,97.95,40.35,0.9,8.878571428571428,7.167857142857144,3.4321428571428574,34.1,6.835714285714286,4.95,167.85714285714286,0,0,NA
Manufacturing,1991,E01033650,2358.7337662337663,240.27705627705626,128.04545454545453,1.3333333333333333,7.35064935064935,11.636363636363637,4.85064935064935,38.069264069264065,10.642857142857142,2.4761904761904763,355.1125541125541,0,0,NA
Manufacturing,1991,E01034913,1357.4788544788544,121.62017149517149,54.516774891774894,1.3598484848484849,9.649475524475525,4.518731268731269,2.925324675324675,29.978729603729604,6.74941724941725,0.7857142857142857,195.80869130869132,0,0,NA
Manufacturing,1991,E01034914,1762.8904761904762,169.60790043290044,68.91179653679654,4.040151515151515,11.902272727272727,8.985064935064935,3.8603896103896105,41.458333333333336,8.23030303030303,0.8701298701298703,242.56623376623378,0,0,NA
Manufacturing,1991,E01034915,1837.0530303030303,145.50757575757575,69.33712121212122,1.125,8.412878787878787,8.098484848484848,7.973484848484849,43.93181818181818,10.196969696969697,6.553030303030303,268.7462121212121,0,0,NA
Manufacturing,1991,E01034916,1836.1120879120879,134.15576923076924,55.3739010989011,2,7.678021978021978,6.825,2.2101648351648353,61.14120879120879,10.028021978021979,20.333516483516483,181.21016483516485,0,0,NA
Manufacturing,1991,E01034917,1706.4166666666667,127.35,57.75,1,9.8,12.141666666666667,1.375,38.9,10.091666666666667,3.3583333333333334,214.19166666666666,0,0,NA
Manufacturing,1991,E01034918,1599.4571428571428,144.72857142857143,86.17142857142858,1,15.32857142857143,13.071428571428571,3.242857142857143,40.971428571428575,16.228571428571428,3.642857142857143,178.68571428571428,0,0,NA
Manufacturing,1991,E01034919,1322.8153846153846,125.77692307692308,43.542307692307695,0,8.015384615384615,3.828846153846154,2.5884615384615386,26.6,5.5807692307692305,3.701923076923077,161.34423076923076,0,0,NA
Manufacturing,1991,E01034920,1472.009523809524,149.24761904761905,62.04047619047619,0,8.685714285714285,6.563095238095238,2.5023809523809524,25.585714285714285,7.369047619047619,1.9607142857142859,190.46785714285713,0,0,NA
Manufacturing,1991,E01034921,1551.1016233766234,154.85568181818184,35.23555194805195,0,6.630194805194805,19.587500000000002,4.240909090909091,43.46071428571429,15.456493506493507,1.4227272727272728,176.78051948051947,0,0,NA
Manufacturing,1991,E01034922,1192.5481185481185,107.84149184149184,33.383283383283384,0,11.55910755910756,10.64102564102564,4.156177156177156,37.34065934065934,14.243756243756245,2.878787878787879,128.03796203796205,0,0,NA
Manufacturing,1991,E01034923,1420.9534632034631,141.65800865800867,65.91558441558442,0,4.455627705627705,8.533549783549784,2.898268398268398,22.240259740259738,8.967532467532468,1.5357142857142856,200.70454545454544,0,0,NA
Manufacturing,1991,E01034924,1273.4761904761904,111.04761904761904,63.82539682539682,0.5714285714285714,3.1507936507936507,6.571428571428571,2.7698412698412698,21.92063492063492,7.515873015873016,3.6904761904761907,166.984126984127,0,0,NA
Manufacturing,1991,E01034925,1517.6,136.41666666666666,92.03333333333333,1.4,9.033333333333333,12.616666666666667,5.083333333333333,39.733333333333334,12.716666666666667,1.15,236.26666666666665,0,0,NA
Manufacturing,1991,E01034926,1068.0194669062594,103.61740041928721,50.92767295597484,0,3.6840371368673255,6.677747828691225,2.7840670859538785,16.415543575920935,8.077717879604672,0,150.36612758310872,0,0,NA
Manufacturing,1991,E01034927,1469.8867431588021,117.81732923938807,53.52715470803707,0.8678571428571429,6.3666774402068524,14.225570997629822,7.1268584356819655,29.56827731092437,4.3211592329239386,4.791666666666667,181.40839797457446,0,0,NA
Manufacturing,1991,E01034928,1024.642857142857,75.96428571428571,49.82142857142857,0.2857142857142857,5.928571428571429,5.464285714285714,4.5,20.892857142857142,5.321428571428571,0.5,128.53571428571428,0,0,NA
Manufacturing,1991,E01034929,597.0970897529958,48.86157984837369,27.055270237221812,0.02298850574712643,4.114942528735632,5.6982147224260205,2.0335045243335776,14.015162631450233,6.887869894839814,0.2978723404255319,82.54805575935437,0,0,NA
Manufacturing,1991,E01034930,711.0381303727903,53.750055371752104,30.45259139799831,0.3103448275862069,3.8441769681197138,5.732602887636872,2.9114640291255416,17.057164412574924,6.682098658619306,0.7021276595744681,93.95666122177771,0,0,NA
Manufacturing,1991,E01034931,1123.1190476190477,86.33333333333333,34.95238095238095,0,6.619047619047619,6.4523809523809526,2.0952380952380953,26.095238095238095,8.142857142857142,1.4285714285714286,119.45238095238095,0,0,NA
Manufacturing,1991,E01034932,1648.6666666666665,173.5952380952381,64.69047619047619,0.07142857142857142,9.166666666666666,15.619047619047619,4.333333333333333,32.26190476190476,14.071428571428571,1.0714285714285714,214.26190476190476,0,0,NA
Manufacturing,1991,E01034933,1107.7824074074074,114.82407407407408,50.91203703703704,0.5925925925925926,3.310185185185185,4,2.125,15.185185185185185,5.560185185185185,0.75,151.0787037037037,0,0,NA
Manufacturing,1991,E01034934,1343.4728835978835,135.83597883597884,55.00727513227513,0.25925925925925924,3.250661375661376,7.321428571428571,3.982142857142857,23.625661375661377,8.46494708994709,3.5357142857142856,183.3525132275132,0,0,NA
Manufacturing,1991,E01034935,2556.588888888889,206.8031746031746,96.18730158730159,1.9396825396825397,12.350793650793651,20.47142857142857,4.271428571428571,56.179365079365084,19.236507936507937,6.985714285714286,366.58730158730157,0,0,NA
Manufacturing,1991,E01034936,1169.5675324675326,98.41601731601732,10.352597402597402,1.3476190476190475,1.3,0.9904761904761905,0,51.232900432900436,14.524242424242425,27.541558441558443,53.60281385281385,0,0,NA
Manufacturing,1991,E01034937,1064.8522727272727,73.23863636363636,9.818181818181818,1.125,0,0,1,38.13636363636364,1.8295454545454546,25.704545454545453,50.67045454545455,0,0,NA
Manufacturing,1991,E01034938,1688.875,152.05,56.3,2,7.25,10.325,2,42.175,14.15,12.05,161.075,0,0,NA
Manufacturing,1991,E01034939,1399.3511904761904,141.24761904761905,42.34285714285714,0.16666666666666666,1.6666666666666667,8.579761904761904,1.1904761904761905,26.51547619047619,9.969047619047618,11.938095238095238,134.44880952380953,0,0,NA
Manufacturing,1991,E01034940,808.6818181818182,82.54545454545455,25.56818181818182,0.25,0.75,3.5,2,19.954545454545453,4,8.772727272727273,91.52272727272728,0,0,NA
Manufacturing,1991,E01034941,1007.5025252525253,65.97979797979798,12.914141414141415,0,0.6666666666666667,3.388888888888889,2.388888888888889,31.242424242424242,5.388888888888889,18.073232323232325,95.6010101010101,0,0,NA
Manufacturing,1991,E01034942,1399.088888888889,98.28888888888889,261.1333333333333,0,6.488888888888889,3.7333333333333334,3.5333333333333337,21.31111111111111,5.133333333333334,1.7777777777777777,93.11111111111111,0,0,NA
