index,year,lsoa21,total_residents,residents_10,InActive_sick,Foreman,Skilled,Semi_skilled,Unskilled,Total_employed,Manufacturing,Well_Edu,Disabled,total_persons,poor_health,updated
Manufacturing,2011,E01009424,1064,0,10,0,66,17,49,789,51,930,288,1520,61,NA
Manufacturing,2011,E01009425,1113,0,29,0,67,24,45,690,68,973,385,1693,94,NA
Manufacturing,2011,E01009426,964,0,10,0,57,28,47,662,64,853,277,1449,67,NA
Manufacturing,2011,E01009427,1103,0,35,0,35,17,38,752,74,957,254,1494,55,NA
Manufacturing,2011,E01009428,1176,0,13,0,43,20,34,735,62,1072,239,1644,56,NA
Manufacturing,2011,E01009429,1028,0,13,0,44,19,19,698,57,919,187,1497,43,NA
Manufacturing,2011,E01009430,1178,0,10,0,36,17,21,745,58,1066,258,1631,52,NA
Manufacturing,2011,E01009431,1082,0,17,0,29,23,31,712,63,986,237,1583,50,NA
Manufacturing,2011,E01009432,1054,0,42,0,63,38,55,676,53,760,248,1508,77,NA
Manufacturing,2011,E01009433,1264,0,18,0,55,34,36,836,77,1109,304,1759,67,NA
Manufacturing,2011,E01009434,1148,0,19,0,65,30,45,851,80,884,147,1567,34,NA
Manufacturing,2011,E01009435,1378,0,15,0,72,48,59,1063,98,1092,173,1826,37,NA
Manufacturing,2011,E01009436,1046,0,17,0,55,27,33,737,75,858,190,1441,47,NA
Manufacturing,2011,E01009437,1264,0,29,0,69,32,58,851,82,985,297,1785,75,NA
Manufacturing,2011,E01009438,1133,0,20,0,64,38,41,818,92,839,188,1450,43,NA
Manufacturing,2011,E01009439,970,0,19,0,48,33,40,627,72,745,246,1384,74,NA
Manufacturing,2011,E01009440,1100,0,27,0,71,36,59,758,78,882,344,1580,100,NA
Manufacturing,2011,E01009441,1109,0,51,0,102,72,128,755,78,606,322,1445,111,NA
Manufacturing,2011,E01009442,1010,0,22,0,88,41,63,699,82,717,313,1472,72,NA
Manufacturing,2011,E01009443,935,0,16,0,77,48,51,682,72,657,161,1220,48,NA
Manufacturing,2011,E01009444,1073,0,14,0,64,25,39,705,66,963,287,1538,62,NA
Manufacturing,2011,E01009445,1106,0,85,0,71,57,108,639,69,583,315,1682,118,NA
Manufacturing,2011,E01009446,1723,0,52,0,111,58,88,1281,101,1303,384,2432,132,NA
Manufacturing,2011,E01009447,1060,0,47,0,79,46,65,722,67,755,298,1601,111,NA
Manufacturing,2011,E01009448,1156,0,72,0,84,61,100,696,58,653,397,1631,125,NA
Manufacturing,2011,E01009449,1391,0,51,0,64,33,56,991,65,1146,343,1829,76,NA
Manufacturing,2011,E01009450,1181,0,21,0,114,44,60,842,92,876,281,1635,90,NA
Manufacturing,2011,E01009451,1035,0,36,0,71,39,54,761,58,754,216,1431,57,NA
Manufacturing,2011,E01009452,1175,0,38,0,84,39,72,788,67,864,339,1657,89,NA
Manufacturing,2011,E01009453,1083,0,28,0,75,41,64,768,65,809,200,1467,48,NA
Manufacturing,2011,E01009454,1147,0,19,0,80,32,53,835,90,884,177,1511,35,NA
Manufacturing,2011,E01009455,1002,0,81,0,54,52,77,592,66,599,311,1323,121,NA
Manufacturing,2011,E01009456,1190,0,21,0,63,26,43,872,76,1032,238,1690,47,NA
Manufacturing,2011,E01009457,1109,0,17,0,70,24,31,745,54,994,241,1519,58,NA
Manufacturing,2011,E01009458,849,0,32,0,53,47,57,558,57,591,242,1149,71,NA
Manufacturing,2011,E01009459,1208,0,28,0,59,22,33,831,65,1034,240,1649,51,NA
Manufacturing,2011,E01009460,1286,0,47,0,104,61,67,927,99,935,289,1652,77,NA
Manufacturing,2011,E01009461,996,0,14,0,61,22,31,663,69,809,201,1332,42,NA
Manufacturing,2011,E01009462,1274,0,40,0,82,34,60,912,72,977,323,1680,117,NA
Manufacturing,2011,E01009463,1091,0,19,0,53,26,32,714,62,909,283,1493,84,NA
Manufacturing,2011,E01009464,990,0,20,0,93,50,55,704,78,780,234,1385,81,NA
Manufacturing,2011,E01009465,1009,0,17,0,79,35,46,718,81,759,216,1381,51,NA
Manufacturing,2011,E01009466,1221,0,18,0,49,18,35,855,50,1065,235,1632,65,NA
Manufacturing,2011,E01009467,1143,0,32,0,84,48,59,771,76,839,286,1559,82,NA
Manufacturing,2011,E01009468,1052,0,16,0,54,24,34,693,60,945,303,1513,67,NA
Manufacturing,2011,E01009469,1075,0,19,0,57,39,40,696,60,893,242,1437,60,NA
Manufacturing,2011,E01009470,1058,0,16,0,60,29,42,721,62,906,217,1439,48,NA
Manufacturing,2011,E01009471,1312,0,51,0,70,18,55,940,76,1096,351,1817,68,NA
Manufacturing,2011,E01009472,1155,0,23,0,91,37,53,794,79,903,272,1659,67,NA
Manufacturing,2011,E01009473,1146,0,27,0,89,51,69,816,73,821,249,1595,68,NA
Manufacturing,2011,E01009474,1148,0,46,0,71,28,54,795,69,898,266,1600,78,NA
Manufacturing,2011,E01009475,1249,0,70,0,39,88,127,517,48,543,356,2072,145,NA
Manufacturing,2011,E01009476,1134,0,97,0,41,87,77,440,50,522,383,1889,172,NA
Manufacturing,2011,E01009477,1108,0,90,0,51,70,105,509,35,545,354,1692,144,NA
Manufacturing,2011,E01009478,1170,0,109,0,50,66,92,532,59,581,360,1835,138,NA
Manufacturing,2011,E01009479,1377,0,105,0,52,102,101,507,54,642,379,2206,174,NA
Manufacturing,2011,E01009480,1094,0,70,0,65,88,107,535,64,490,285,1756,124,NA
Manufacturing,2011,E01009481,1417,0,69,0,63,115,104,659,80,773,351,2289,146,NA
Manufacturing,2011,E01009482,1083,0,89,0,35,68,84,384,45,456,307,1721,145,NA
Manufacturing,2011,E01009483,1129,0,63,0,40,91,83,398,37,522,290,1851,130,NA
Manufacturing,2011,E01009484,1122,0,76,0,39,65,95,384,49,466,301,1755,127,NA
Manufacturing,2011,E01009485,1145,0,66,0,39,64,77,432,50,532,299,1835,117,NA
Manufacturing,2011,E01009486,1289,0,74,0,72,95,138,614,77,580,306,2018,121,NA
Manufacturing,2011,E01009487,1356,0,76,0,53,123,108,638,80,654,376,2205,150,NA
Manufacturing,2011,E01009488,1338,0,104,0,59,82,94,501,46,589,414,2163,183,NA
Manufacturing,2011,E01009489,1222,0,59,0,48,80,83,437,45,555,301,2001,129,NA
Manufacturing,2011,E01009490,1269,0,86,0,62,99,118,567,67,597,353,1927,137,NA
Manufacturing,2011,E01009491,1131,0,75,0,31,77,88,388,36,467,315,1794,143,NA
Manufacturing,2011,E01009492,1088,0,84,0,43,70,95,442,53,460,336,1754,144,NA
Manufacturing,2011,E01009493,1156,0,101,0,42,42,66,598,31,776,289,1470,123,NA
Manufacturing,2011,E01009494,982,0,65,0,53,42,86,477,41,523,378,1626,142,NA
Manufacturing,2011,E01009495,819,0,53,0,51,37,56,440,43,510,280,1225,85,NA
Manufacturing,2011,E01009496,1052,0,36,0,102,35,60,691,67,773,328,1481,112,NA
Manufacturing,2011,E01009497,1202,0,45,0,101,53,83,792,59,812,319,1767,111,NA
Manufacturing,2011,E01009498,1152,0,95,0,67,55,122,630,57,570,334,1636,142,NA
Manufacturing,2011,E01009499,1251,0,89,0,94,60,112,740,66,679,323,1740,129,NA
Manufacturing,2011,E01009500,1068,0,101,0,37,39,97,514,41,523,360,1536,152,NA
Manufacturing,2011,E01009501,1084,0,78,0,72,45,105,609,34,545,329,1564,106,NA
Manufacturing,2011,E01009502,1015,0,85,0,71,53,99,596,49,539,356,1508,131,NA
Manufacturing,2011,E01009503,1101,0,58,0,59,53,97,610,51,580,291,1541,107,NA
Manufacturing,2011,E01009504,973,0,38,0,52,32,42,592,40,849,322,1471,100,NA
Manufacturing,2011,E01009505,1112,0,85,0,62,58,63,611,51,656,376,1662,121,NA
Manufacturing,2011,E01009506,1075,0,28,0,52,27,38,645,46,908,306,1494,61,NA
Manufacturing,2011,E01009507,1038,0,92,0,43,75,92,497,36,555,400,1551,138,NA
Manufacturing,2011,E01009508,1103,0,41,0,87,70,89,655,74,644,305,1548,90,NA
Manufacturing,2011,E01009509,1234,0,68,0,66,76,93,681,66,725,286,1747,110,NA
Manufacturing,2011,E01009510,1035,0,97,0,43,60,88,468,58,496,485,1606,173,NA
Manufacturing,2011,E01009511,952,0,87,0,55,66,78,418,53,396,323,1486,134,NA
Manufacturing,2011,E01009512,1127,0,69,0,79,72,111,647,72,568,316,1616,134,NA
Manufacturing,2011,E01009513,1122,0,75,0,69,82,92,574,73,592,334,1720,135,NA
Manufacturing,2011,E01009514,996,0,100,0,71,59,94,504,76,470,418,1510,153,NA
Manufacturing,2011,E01009515,1080,0,80,0,86,61,65,618,68,624,391,1564,150,NA
Manufacturing,2011,E01009516,983,0,50,0,75,72,78,568,74,549,302,1412,118,NA
Manufacturing,2011,E01009517,1180,0,65,0,101,79,128,718,93,617,356,1709,119,NA
Manufacturing,2011,E01009518,1156,0,36,0,85,61,78,734,87,751,317,1608,89,NA
Manufacturing,2011,E01009519,1105,0,36,0,124,65,67,748,104,683,312,1519,65,NA
Manufacturing,2011,E01009520,1260,0,22,0,109,88,88,869,98,819,324,1752,85,NA
Manufacturing,2011,E01009521,1197,0,30,0,117,70,99,848,85,787,250,1640,64,NA
Manufacturing,2011,E01032589,987,0,35,0,55,49,66,619,58,703,265,1411,77,NA
Manufacturing,2011,E01032591,1228,0,49,0,74,79,81,751,81,907,300,1645,99,NA
Manufacturing,2011,E01033557,1802,0,11,0,52,9,157,1065,34,1695,79,1855,25,NA
Manufacturing,2011,E01033559,1191,0,32,0,27,15,70,946,39,1045,87,1263,35,NA
Manufacturing,2011,E01033561,2686,0,69,0,35,23,144,702,16,2293,209,2939,82,NA
Manufacturing,2011,E01033562,1992,0,103,0,45,32,115,948,47,1561,446,2504,169,NA
Manufacturing,2011,E01033564,1136,0,14,0,42,13,61,814,29,1028,76,1231,27,NA
Manufacturing,2011,E01033565,993,0,9,0,28,17,49,779,32,903,35,1021,9,NA
Manufacturing,2011,E01033567,736,0,7,0,12,14,42,459,27,656,46,762,15,NA
Manufacturing,2011,E01033615,970,0,9,0,15,9,36,665,24,884,51,1019,13,NA
Manufacturing,2011,E01033616,934,0,84,0,36,19,75,495,24,649,221,1012,98,NA
Manufacturing,2011,E01033617,2925,0,24,0,12,8,115,697,24,2710,115,2962,24,NA
Manufacturing,2011,E01033618,1128,0,5,0,31,3,24,916,56,1041,43,1191,17,NA
Manufacturing,2011,E01033620,985,0,19,0,17,10,46,550,24,879,60,1020,31,NA
Manufacturing,2011,E01033622,1405,0,26,0,39,19,78,951,50,1274,81,1471,28,NA
Manufacturing,2011,E01033623,1080,0,62,0,34,24,43,741,34,917,134,1120,54,NA
Manufacturing,2011,E01033624,786,0,16,0,22,13,51,509,26,656,143,1033,70,NA
Manufacturing,2011,E01033625,1632,0,8,0,24,15,36,1122,55,1529,48,1694,12,NA
Manufacturing,2011,E01033626,862,0,38,0,22,10,51,522,18,720,136,1069,52,NA
Manufacturing,2011,E01033627,842,0,56,0,32,29,67,518,35,614,166,1078,62,NA
Manufacturing,2011,E01033629,1875,0,115,0,110,67,184,1003,78,1067,585,2593,201,NA
Manufacturing,2011,E01033630,944,0,75,0,40,41,77,630,46,664,176,1139,63,NA
Manufacturing,2011,E01033638,1098,0,62,0,51,36,121,453,43,558,314,1750,134,NA
Manufacturing,2011,E01033640,885,0,54,0,37,30,103,454,24,524,199,1296,81,NA
Manufacturing,2011,E01033642,1910,0,96,0,69,117,143,744,63,968,533,3105,203,NA
Manufacturing,2011,E01033643,1956,0,161,0,83,115,132,754,59,969,575,3095,296,NA
Manufacturing,2011,E01033646,1225,0,149,0,56,69,113,677,72,757,385,1624,140,NA
Manufacturing,2011,E01033648,1802,0,139,0,68,78,122,788,54,1033,525,2715,220,NA
Manufacturing,2011,E01033649,1027,0,52,0,44,76,91,450,51,521,266,1801,105,NA
Manufacturing,2011,E01033650,1635,0,118,0,68,92,114,582,63,767,508,2596,237,NA
Manufacturing,2011,E01034913,727,0,51,0,46,32,51,423,30,414,196,1068,69,NA
Manufacturing,2011,E01034914,832,0,54,0,50,51,69,474,47,428,290,1238,133,NA
Manufacturing,2011,E01034915,526,0,47,0,34,23,44,235,18,264,152,858,73,NA
Manufacturing,2011,E01034916,1023,0,61,0,65,51,59,642,66,745,336,1428,124,NA
Manufacturing,2011,E01034917,1100,0,64.33333333333333,0,42.666666666666664,52.666666666666664,103,489.3333333333333,39,650.6666666666666,271.3333333333333,1651.6666666666667,116.66666666666667,NA
Manufacturing,2011,E01034918,876,0,48.666666666666664,0,29.333333333333332,37.33333333333333,79,394.66666666666663,23,550.3333333333333,228.66666666666666,1222.3333333333333,91.33333333333333,NA
Manufacturing,2011,E01034919,1051,0,82,0,45,53,93,401,39,489,336,1644,147,NA
Manufacturing,2011,E01034920,1092,0,60,0,59,61,72,408,25,497,290,1741,135,NA
Manufacturing,2011,E01034921,974,0,50,0,50,72,130,485,101,568,228,1382,89,NA
Manufacturing,2011,E01034922,1013,0,65,0,64,71,121,533,70,603,273,1507,94,NA
Manufacturing,2011,E01034923,1040,0,72,0,41,54,88,422,33,511,327,1620,119,NA
Manufacturing,2011,E01034924,870,0,87,0,40,56,42,349,27,440,268,1284,117,NA
Manufacturing,2011,E01034925,510,0,34,0,25,34,35,201,18,236,171,810,85,NA
Manufacturing,2011,E01034926,951,0,73,0,46,39,63,377,35,458,304,1554,148,NA
Manufacturing,2011,E01034927,1006,0,68,0,38,29,109,391,24,489,257,1633,103,NA
Manufacturing,2011,E01034928,753,0,54,0,24,37,82,281,24,341,171,1204,85,NA
Manufacturing,2011,E01034929,763,0,43,0,37,31,96,327,25,392,159,1203,66,NA
Manufacturing,2011,E01034930,1378,0,50,0,22,23,91,520,35,1150,132,1512,49,NA
Manufacturing,2011,E01034931,1033,0,55,0,36,74,72,428,35,543,220,1730,83,NA
Manufacturing,2011,E01034932,771,0,72,0,19,47,41,263,26,359,233,1116,89,NA
Manufacturing,2011,E01034933,990,0,68,0,28,55,73,370,30,438,305,1527,145,NA
Manufacturing,2011,E01034934,902,0,84,0,19,50,63,289,27,438,260,1471,127,NA
Manufacturing,2011,E01034935,1807,0,78,0,87,148,133,731,60,869,442,3159,154,NA
Manufacturing,2011,E01034936,1642,0,13,0,15,4,62,571,18,1612,172,1924,59,NA
Manufacturing,2011,E01034937,2842,0,14,0,24,8,108,843,38,2735,188,3041,30,NA
Manufacturing,2011,E01034938,1228,0,56,0,55,75,74,544,60,724,304,1857,109,NA
Manufacturing,2011,E01034939,1158,0,137,0,42,44,80,468,38,583,376,1628,160,NA
Manufacturing,2011,E01034940,2146,0,18,0,12,4,115,464,10,2017,106,2275,43,NA
Manufacturing,2011,E01034941,1725,0,10,0,13,9,117,451,9,1643,70,1779,18,NA
Manufacturing,2011,E01034942,492,0,31,0,23,16,39,314,38,299,85,702,24,NA
Manufacturing,2011,E01034943,1197,0,128,0,83,67,118,594,71,547,479,1651,196,NA
Manufacturing,2011,E01034944,239,0,9,0,21,14,15,144,17,131,46,325,13,NA
Manufacturing,2011,E01034945,814,0,48,0,43,31,63,439,32,478,275,1127,86,NA
Manufacturing,2011,E01034946,1032.9285714285713,0,24.357142857142858,0,36.642857142857146,19.071428571428573,60.07142857142857,748.1428571428571,41.642857142857146,858,129.71428571428572,1161.2142857142858,42.5,NA
Manufacturing,2011,E01034947,617.0714285714286,0,56.64285714285714,0,29.357142857142858,14.928571428571429,65.92857142857143,267.85714285714283,19.357142857142858,323,187.28571428571428,903.7857142857142,90.5,NA
Manufacturing,2011,E01034948,622.9090909090909,0,39.54545454545455,0,35.36363636363636,11.636363636363637,46.09090909090909,330.45454545454544,10.636363636363637,419.72727272727275,123.18181818181819,850.7272727272727,40.27272727272727,NA
Manufacturing,2011,E01034949,728.0909090909091,0,40.45454545454545,0,38.63636363636364,12.363636363636363,83.9090909090909,406.54545454545456,22.363636363636363,516.2727272727273,149.8181818181818,952.2727272727273,60.72727272727273,NA
Manufacturing,2011,E01034950,70,0,0.9904761904761904,0,1.6047619047619048,1.176190476190476,3.4285714285714284,55.42857142857142,1.5523809523809522,64.89047619047619,2.4619047619047616,73.23809523809524,0.8571428571428571,NA
Manufacturing,2011,E01034951,919,0,24.00952380952381,0,21.395238095238096,15.823809523809524,53.57142857142857,703.5714285714286,32.44761904761905,781.1095238095238,88.53809523809524,1060.7619047619048,35.142857142857146,NA
Manufacturing,2011,E01034952,783,0,43,0,40,65,89,428,49,448,174,1186,69,NA
Manufacturing,2011,E01034953,966,0,54,0,39,54,85,393,46,517,234,1488,105,NA
Manufacturing,2011,E01034954,983,0,56,0,60,90,94,540,64,564,228,1522,74,NA
Manufacturing,2011,E01034955,1133,0,39,0,53,81,107,557,62,644,270,1808,99,NA
Manufacturing,2001,E01008881,905,0,73,0,81,65,64,509,104,348,329,1359,183,NA
Manufacturing,2001,E01008882,1088,0,90,0,95,82,114,579,115,369,343,1528,202,NA
Manufacturing,2001,E01008883,1031,0,71,0,81,69,105,634,131,433,325,1507,184,NA
Manufacturing,2001,E01008884,1050,0,67,0,62,92,83,591,128,410,274,1507,151,NA
Manufacturing,2001,E01008885,885,0,35,0,87,56,76,621,99,408,207,1254,108,NA
Manufacturing,2001,E01008886,1030,0,56,0,83,90,83,687,144,450,270,1427,164,NA
Manufacturing,2001,E01008887,1023,0,72,0,88,97,96,605,132,412,297,1469,170,NA
Manufacturing,2001,E01008888,1110,0,40,0,117,85,92,783,165,475,248,1556,126,NA
Manufacturing,2001,E01008889,1094,0,91,0,62,80,73,666,138,523,379,1520,195,NA
Manufacturing,2001,E01008890,1067,0,73,0,81,60,69,699,120,571,282,1435,140,NA
Manufacturing,2001,E01008891,1036,0,33,0,107,79,91,731,137,444,242,1497,117,NA
Manufacturing,2001,E01008892,969,0,79,0,71,62,68,515,80,435,260,1426,154,NA
Manufacturing,2001,E01008893,1134,0,52,0,87,72,78,802,139,629,235,1481,151,NA
Manufacturing,2001,E01008894,924,0,52,0,52,61,62,559,76,495,401,1376,174,NA
Manufacturing,2001,E01008895,1035,0,52,0,97,68,95,678,110,482,252,1458,134,NA
Manufacturing,2001,E01008896,997,0,78,0,72,95,115,522,121,351,291,1498,170,NA
Manufacturing,2001,E01008897,1154,0,74,0,84,95,105,646,138,419,335,1563,175,NA
Manufacturing,2001,E01008898,942,0,84,0,53,82,111,448,97,300,293,1410,199,NA
Manufacturing,2001,E01008899,1015,0,117,0,36,65,115,418,64,339,383,1462,232,NA
Manufacturing,2001,E01008901,1097,0,113,0,54,70,82,412,81,384,376,1588,228,NA
Manufacturing,2001,E01008905,1037,0,80,0,39,62,74,354,71,337,291,1659,177,NA
Manufacturing,2001,E01008906,985,0,62,0,50,42,82,346,58,335,262,1604,182,NA
Manufacturing,2001,E01008907,971,0,88,0,48,53,59,333,50,345,301,1478,192,NA
Manufacturing,2001,E01008909,828,0,79,0,38,45,65,327,53,322,272,1322,153,NA
Manufacturing,2001,E01008910,985,0,113,0,52,50,66,362,62,422,319,1483,217,NA
Manufacturing,2001,E01008911,846,0,64,0,34,44,66,299,43,350,259,1291,161,NA
Manufacturing,2001,E01008913,945,0,126,0,41,51,79,348,67,352,341,1377,215,NA
Manufacturing,2001,E01008915,864,0,48,0,51,78,92,488,115,348,231,1273,131,NA
Manufacturing,2001,E01008916,883,0,80,0,25,49,59,298,57,335,265,1392,149,NA
Manufacturing,2001,E01008917,950,0,38,0,79,54,75,651,106,479,205,1336,110,NA
Manufacturing,2001,E01008918,1091,0,101,0,81,104,103,566,117,377,385,1582,195,NA
Manufacturing,2001,E01008919,1012,0,51,0,74,67,72,610,83,520,297,1452,155,NA
Manufacturing,2001,E01008920,1017,0,40,0,86,82,105,691,133,468,226,1391,124,NA
Manufacturing,2001,E01008921,1031,0,51,0,81,78,86,666,127,466,244,1413,144,NA
Manufacturing,2001,E01008923,850,0,81,0,63,60,88,449,95,324,334,1320,190,NA
Manufacturing,2001,E01008924,973,0,42,0,78,49,64,572,87,482,285,1393,153,NA
Manufacturing,2001,E01008925,1109,0,39,0,107,94,119,841,155,534,176,1452,85,NA
Manufacturing,2001,E01008927,1012,0,96,0,72,87,116,561,102,397,328,1425,184,NA
Manufacturing,2001,E01008928,949,0,73,0,78,63,99,507,86,320,362,1460,198,NA
Manufacturing,2001,E01008929,979,0,91,0,56,67,87,530,96,379,405,1502,208,NA
Manufacturing,2001,E01008930,1089,0,79,0,59,74,116,586,123,438,306,1624,157,NA
Manufacturing,2001,E01008931,1038,0,87,0,85,84,99,566,123,374,347,1449,190,NA
Manufacturing,2001,E01008932,1031,0,103,0,73,50,84,535,92,409,382,1488,235,NA
Manufacturing,2001,E01008933,1036,0,60,0,54,77,66,603,111,556,286,1529,147,NA
Manufacturing,2001,E01008934,1007,0,42,0,73,34,46,651,103,630,249,1419,119,NA
Manufacturing,2001,E01008935,976,0,135,0,59,60,72,439,82,332,415,1490,221,NA
Manufacturing,2001,E01008936,1063,0,76,0,52,39,65,623,74,547,335,1552,181,NA
Manufacturing,2001,E01008937,1005,0,79,0,72,69,73,532,98,400,350,1439,217,NA
Manufacturing,2001,E01008938,1019,0,83,0,74,74,91,532,113,367,366,1542,198,NA
Manufacturing,2001,E01008939,1031,0,91,0,84,85,83,550,90,347,353,1513,208,NA
Manufacturing,2001,E01008940,976,0,85,0,86,74,80,520,98,339,381,1511,217,NA
Manufacturing,2001,E01008941,1032,0,85,0,96,54,101,516,88,383,334,1506,189,NA
Manufacturing,2001,E01008942,1001,0,69,0,99,70,113,584,96,346,310,1534,174,NA
Manufacturing,2001,E01008943,956,0,118,0,64,75,85,507,96,334,308,1403,182,NA
Manufacturing,2001,E01008944,1181,0,70,0,109,69,83,673,124,507,338,1692,192,NA
Manufacturing,2001,E01008945,1040,0,76,0,101,77,101,623,140,381,329,1564,167,NA
Manufacturing,2001,E01008946,1047,0,90,0,82,78,86,574,120,367,374,1529,193,NA
Manufacturing,2001,E01008947,954,0,39,0,90,75,81,651,118,359,238,1402,127,NA
Manufacturing,2001,E01008948,1116,0,52,0,113,75,83,719,105,470,285,1501,132,NA
Manufacturing,2001,E01008949,968,0,37,0,104,62,82,710,141,459,212,1360,87,NA
Manufacturing,2001,E01008950,1083,0,72,0,43,50,65,614,94,606,388,1506,208,NA
Manufacturing,2001,E01008951,1006,0,58,0,44,28,48,674,68,674,239,1447,116,NA
Manufacturing,2001,E01008952,1159,0,49,0,57,62,90,771,99,676,229,1515,123,NA
Manufacturing,2001,E01008953,1142,0,62,0,88,101,78,724,146,587,269,1581,140,NA
Manufacturing,2001,E01008954,1006,0,43,0,51,57,63,602,96,538,331,1488,129,NA
Manufacturing,2001,E01008955,1150,0,52,0,72,53,66,776,110,702,256,1499,133,NA
Manufacturing,2001,E01008956,967,0,56,0,47,33,51,660,61,611,296,1486,143,NA
Manufacturing,2001,E01008957,1033,0,58,0,87,63,78,708,102,564,253,1443,147,NA
Manufacturing,2001,E01008958,1068,0,72,0,58,54,83,596,97,476,377,1544,195,NA
Manufacturing,2001,E01008959,1153,0,61,0,55,44,48,712,94,714,402,1705,210,NA
Manufacturing,2001,E01008960,1049,0,38,0,68,36,46,764,91,737,221,1510,108,NA
Manufacturing,2001,E01008961,1074,0,48,0,68,55,46,754,104,656,323,1499,195,NA
Manufacturing,2001,E01008962,1157,0,92,0,63,78,85,647,114,550,319,1662,178,NA
Manufacturing,2001,E01008963,1045,0,65,0,71,79,79,629,111,480,270,1457,128,NA
Manufacturing,2001,E01008964,998,0,80,0,73,74,86,573,91,418,394,1552,198,NA
Manufacturing,2001,E01008965,1073,0,36,0,79,71,81,731,109,591,267,1518,120,NA
Manufacturing,2001,E01008966,1009,0,118,0,58,57,60,532,91,460,324,1442,198,NA
Manufacturing,2001,E01008967,1195,0,53,0,78,81,60,750,118,683,280,1619,123,NA
Manufacturing,2001,E01008968,1074,0,41,0,69,35,44,736,88,700,262,1512,121,NA
Manufacturing,2001,E01008969,1125,0,50,0,86,58,64,734,95,663,297,1586,179,NA
Manufacturing,2001,E01008970,1050,0,67,0,75,52,53,624,102,510,220,1449,119,NA
Manufacturing,2001,E01008971,1005,0,47,0,71,44,51,611,89,538,284,1412,140,NA
Manufacturing,2001,E01008972,1024,0,121,0,77,57,84,535,106,402,355,1512,219,NA
Manufacturing,2001,E01008973,1152,0,62,0,100,75,85,709,121,546,345,1662,150,NA
Manufacturing,2001,E01008974,1071,0,91,0,68,58,71,670,114,542,296,1467,138,NA
Manufacturing,2001,E01008975,1040,0,51,0,99,69,76,728,118,526,274,1506,147,NA
Manufacturing,2001,E01008976,1085,0,79,0,70,67,98,566,101,358,313,1555,168,NA
Manufacturing,2001,E01008977,1063,0,61,0,91,77,90,686,135,492,310,1509,168,NA
Manufacturing,2001,E01008978,982,0,137,0,47,60,80,408,75,356,482,1515,252,NA
Manufacturing,2001,E01008979,1148,0,104,0,102,81,98,592,120,382,430,1643,262,NA
Manufacturing,2001,E01008980,1075,0,114,0,67,68,101,484,99,323,437,1585,244,NA
Manufacturing,2001,E01008981,1097,0,50,0,35,40,43,697,75,755,280,1556,129,NA
Manufacturing,2001,E01008982,868,0,35,0,21,20,35,511,52,646,182,1082,101,NA
Manufacturing,2001,E01008984,1332,0,97,0,26,39,67,522,67,871,353,1603,230,NA
Manufacturing,2001,E01008986,1050,0,54,0,44,33,58,678,64,774,242,1267,107,NA
Manufacturing,2001,E01008987,912,0,67,0,28,25,72,464,50,594,276,1173,159,NA
Manufacturing,2001,E01008988,1282,0,85,0,34,22,52,792,81,970,270,1496,169,NA
Manufacturing,2001,E01008989,1130,0,80,0,44,24,41,691,63,765,315,1405,181,NA
Manufacturing,2001,E01008990,991,0,18,0,9,3,33,507,36,862,174,1232,85,NA
Manufacturing,2001,E01008991,1083,0,16,0,15,16,25,675,65,861,198,1449,79,NA
Manufacturing,2001,E01008992,1299,0,25,0,24,0,28,539,37,1146,152,1595,70,NA
Manufacturing,2001,E01008994,1196,0,80,0,32,19,65,637,61,854,278,1460,145,NA
Manufacturing,2001,E01008995,1046,0,131,0,40,37,83,400,53,463,412,1414,254,NA
Manufacturing,2001,E01008996,1093,0,98,0,44,41,67,428,56,541,364,1488,240,NA
Manufacturing,2001,E01008997,995,0,44,0,18,18,30,586,53,718,223,1359,140,NA
Manufacturing,2001,E01008998,1104,0,91,0,64,76,103,586,107,424,368,1631,185,NA
Manufacturing,2001,E01008999,979,0,91,0,90,48,67,548,93,446,333,1394,162,NA
Manufacturing,2001,E01009000,1181,0,159,0,56,53,69,663,107,605,414,1543,227,NA
Manufacturing,2001,E01009001,1136,0,74,0,91,87,84,754,151,554,287,1521,156,NA
Manufacturing,2001,E01009002,935,0,108,0,67,52,57,438,68,317,337,1372,203,NA
Manufacturing,2001,E01009003,1136,0,66,0,76,63,62,715,126,627,413,1598,153,NA
Manufacturing,2001,E01009005,973,0,75,0,68,49,56,596,99,497,328,1377,148,NA
Manufacturing,2001,E01009006,1121,0,54,0,88,61,79,782,110,625,264,1480,159,NA
Manufacturing,2001,E01009007,1086,0,60,0,62,67,79,611,91,539,284,1492,164,NA
Manufacturing,2001,E01009008,1034,0,30,0,91,73,63,708,121,520,244,1496,124,NA
Manufacturing,2001,E01009009,1027,0,44,0,64,69,69,660,125,554,232,1375,121,NA
Manufacturing,2001,E01009011,1130,0,65,0,97,83,92,709,173,498,338,1501,174,NA
Manufacturing,2001,E01009012,1099,0,54,0,86,91,83,729,151,548,252,1500,131,NA
Manufacturing,2001,E01009013,1089,0,68,0,74,70,75,641,100,556,289,1554,181,NA
Manufacturing,2001,E01009014,1090,0,85,0,81,96,89,587,137,466,303,1637,188,NA
Manufacturing,2001,E01009015,1020,0,63,0,59,63,74,621,105,490,334,1424,180,NA
Manufacturing,2001,E01009016,975,0,73,0,77,71,80,507,110,366,429,1503,239,NA
